Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Cháo Kewpie A-97,Sản phẩm thường,Em bé,4901577023552,4901577023552,Có,27000,30000,30000,45000,30000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
Cháo kewpie A-98,Sản phẩm thường,Em bé,4901577023576,4901577023576,Có,27000,30000,30000,45000,30000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
"Cháo hũ  Kewpie cá ngừ, tảo P-1",Sản phẩm thường,Em bé,4901577057762,4901577057762,Có,27000,30000,30000,45000,30000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
Bánh men bi Wakado 60g,Sản phẩm thường,Em bé,4901577057878,4901577057878,Có,42000,47000,47000,60000,47000,47000,hộp,42000,0,42000,0,42000,0,42000,0,42000,0
Bánh gạo rau củ Wakado,Sản phẩm thường,Em bé,4901577058509,4901577058509,Có,55000,60000,60000,70000,60000,60000,hộp,55000,0,55000,0,55000,0,55000,0,55000,0
Cháo kewpie P98,Sản phẩm thường,Em bé,4901577068010,4901577068010,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie P99,Sản phẩm thường,Em bé,4901577068034,4901577068034,Có,29000,33000,33000,50000,33000,35000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A90,Sản phẩm thường,Em bé,4901577068041,4901577068041,Có,29000,33000,33000,50000,33000,35000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A91,Sản phẩm thường,Em bé,4901577068058,4901577068058,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A92,Sản phẩm thường,Em bé,4901577068065,4901577068065,Có,29000,33000,33000,50000,33000,35000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A94,Sản phẩm thường,Em bé,4901577068072,4901577068072,Có,29000,33000,33000,50000,33000,36000,Hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A95,Sản phẩm thường,Em bé,4901577068089,4901577068089,Có,29000,33000,33000,50000,33000,36000,Hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Bánh ăn dặm hộp đỏ,Sản phẩm thường,Em bé,4901588110609,4901588110609,Có,35000,45000,45000,30000,45000,45000,hộp,35000,0,35000,0,35000,0,35000,0,35000,0
0890-Bánh quy hình thú vàng ,Sản phẩm thường,Em bé,4901588110890,4901588110890,Có,55000,60000,58000,80000,60000,62000,Gói(12),55000,0,55000,0,55000,0,55000,0,55000,0
0025-Bánh ăn dặm Rite DHA dây kéo,Sản phẩm thường,Em bé,4901588220025,4901588220025,Có,33000,40000,38000,30000,40000,42000,Gói(64),33000,1,33000,0,33000,0,33000,0,33000,0
1014-Bánh ăn dặm Ginbis hình thú màu đỏ,Sản phẩm thường,Em bé,4901588231014,4901588231014,Có,55000,65000,65000,80000,65000,68000,Gói(12),55000,0,55000,0,55000,0,55000,0,55000,0
1120-Bánh ăn dặm Ginbis hình thú màu đỏ,Sản phẩm thường,Em bé,4901588231120,4901588231120,Có,52000,62000,57000,80000,62000,65000,Gói(12),52000,7,52000,7,52000,12,52000,0,52000,0
1137-Bánh ăn dặm Ginbis hình thú màu hồng,Sản phẩm thường,Em bé,4901588231137,4901588231137,Có,52000,62000,57000,80000,62000,65000,Gói(12),52000,6,52000,8,52000,12,52000,0,52000,0
1144-Bánh ăn dặm Ginbis hình thú rau củ xanh,Sản phẩm thường,Em bé,4901588231144,4901588231144,Có,52000,62000,57000,80000,62000,65000,Gói(12),52000,15,52000,5,52000,0,52000,0,52000,0
Bánh thú ăn dặm GINBIS,Sản phẩm thường,Em bé,4901588331318,4901588331318,Có,77000,85000,85000,100000,85000,85000,Hộp,77000,0,77000,0,77000,0,77000,0,77000,0
Bánh thú Ginbe hộp giấy lớn,Sản phẩm thường,Em bé,4901588340457,4901588340457,Có,140000,155000,155000,190000,155000,155000,hộp,140000,0,140000,0,140000,0,140000,0,140000,0
Dụng cụ hút mũi cho bé KAI Nhật Bản,Sản phẩm thường,Em bé,4901601275858,4901601275858,Có,130000,135000,135000,200000,135000,140000,Cái,130000,0,130000,0,130000,4,130000,0,130000,0
Kéo cắt móng tay cho trẻ sơ sinh kèm nắp đậy KAI ,Sản phẩm thường,Em bé,4901601301168,4901601301168,Có,124150,410000,410000,160000,410000,420000,cái,124150,6,124150,0,124150,0,124150,0,124150,0
4286-Tắm gội Helokity ,Sản phẩm thường,Em bé,4901610724286,4901610724286,Có,125000,135000,135000,200000,135000,140000,Chai(3x8),125000,0,125000,0,125000,0,125000,0,125000,0
9516-KĐR Sunstar cho bé hương nho 70g,Sản phẩm thường,Em bé,4901616009516,4901616009516,Có,35000,39000,37000,55000,39000,40000,Tuýp(8x12),35000,103,35000,29,35000,32,35000,0,35000,0
9622-KĐR Sunstar cho bé hương dâu 70g,Sản phẩm thường,Em bé,4901616009622,4901616009622,Có,35000,43000,42000,60000,43000,45000,Tuýp(8x12),35000,0,35000,0,35000,0,35000,0,35000,0
8829- Bánh ăn dặm shoei Delicy ,Sản phẩm thường,Em bé,4901638688829,4901638688829,Có,70000,85000,80000,30000,85000,87000,Gói(10),70000,0,70000,0,70000,0,70000,0,70000,0
Mì udon tươi ,Sản phẩm thường,Em bé,4901677063373,4901677063373,Có,30000,35000,35000,45000,35000,37000,Hộp (12),30000,0,30000,0,30000,0,30000,0,30000,0
3854-Mì soba bí đỏ cà rốt rau cải 240g,Sản phẩm thường,Em bé,4901726013854,4901726013854,Có,50000,55000,55000,80000,55000,60000,Gói(20),50000,0,50000,0,50000,0,50000,0,50000,0
3878-Mì soba rau cải  120g,Sản phẩm thường,Em bé,4901726013878,4901726013878,Có,25000,30000,30000,40000,30000,55000,Gói( 24),25000,0,25000,0,25000,0,25000,0,25000,0
3885-Mì soba bí đỏ 120g,Sản phẩm thường,Em bé,4901726013885,4901726013885,Có,25000,30000,30000,40000,30000,55000,Gói(24),25000,0,25000,0,25000,0,25000,0,25000,0
Sữa tắm em bé Gohsons,Sản phẩm thường,Em bé,4901730076852,4901730076852,Có,150000,160000,160000,200000,160000,160000,chai,150000,0,150000,0,150000,0,150000,0,150000,0
Sữa tắm em bé Gohnsons hồng,Sản phẩm thường,Em bé,4901730077484,4901730077484,Có,150000,160000,160000,200000,160000,160000,chai,150000,0,150000,0,150000,0,150000,0,150000,0
Sữa tắm em bé Gohnsons tím,Sản phẩm thường,Em bé,4901730077507,4901730077507,Có,150000,160000,160000,200000,160000,160000,cái,150000,0,150000,0,150000,0,150000,0,150000,0
Tắm gội cho bé Johnson 400ml,Sản phẩm thường,Em bé,4901730077576,4901730077576,Có,155000,165000,165000,220000,165000,170000,chai ( 12),155000,0,155000,0,155000,0,155000,0,155000,0
Sữa tắm em bé Gohnsons hương trái cây 300ml,Sản phẩm thường,Em bé,4901730081252,4901730081252,Có,140000,160000,160000,190000,160000,160000,chai,140000,0,140000,0,140000,0,140000,0,140000,0
Sữa tắm em bé Gohnsons hương trái dâu 300ml,Sản phẩm thường,Em bé,4901730081269,4901730081269,Có,140000,160000,160000,190000,160000,160000,chai,140000,0,140000,0,140000,0,140000,0,140000,0
Sữa tắm em bé Gohnsons  Táo,Sản phẩm thường,Em bé,4901730081276,4901730081276,Có,140000,160000,160000,190000,160000,160000,chai,140000,0,140000,0,140000,0,140000,0,140000,0
Sữa tắm Gohnson's thảo dược ,Sản phẩm thường,Em bé,4901730110167,4901730110167,Có,200000,210000,210000,250000,210000,215000,Chai,200000,0,200000,0,200000,0,200000,0,200000,0
Mì Ramen Ichiban vị súp Miso 47g,Sản phẩm thường,Em bé,4901734005674,4901734005674,Có,26000,30000,30000,40000,30000,32000,chén (12),26000,0,26000,0,26000,0,26000,0,26000,0
Mì Ramen Ichiban vị muối 41g,Sản phẩm thường,Em bé,4901734005681,4901734005681,Có,25000,30000,30000,40000,30000,32000,Hộp,25000,0,25000,0,25000,0,25000,0,25000,0
4057-Mì Pikachu Pokemon 38g,Sản phẩm thường,Em bé,4901734024057,4901734024057,Có,27000,32000,32000,40000,32000,35000,Hộp(12),27000,0,27000,0,27000,0,27000,0,27000,0
0050-Cháo cua shimaya ,Sản phẩm thường,Em bé,4901740710050,4901740710050,Có,42000,50000,50000,65000,50000,52000,Gói(10),42000,0,42000,0,42000,0,42000,0,42000,0
0098-Cháo Shimaya Thịt Gà,Sản phẩm thường,Em bé,4901740710098,4901740710098,Có,42000,50000,50000,65000,50000,55000,Gói(10),42000,0,42000,0,42000,0,42000,0,42000,0
cháo sò điệp + trứng,Sản phẩm thường,Em bé,4901740710333,4901740710333,Có,48000,51000,50000,65000,51000,52000,gói,48000,0,48000,0,48000,0,48000,0,48000,0
Cháo Shimaya vi cá ,Sản phẩm thường,Em bé,4901740710494,4901740710494,Có,50000,50000,53000,70000,50000,55000,Gói(10),50000,0,50000,0,50000,0,50000,0,50000,0
Cháo shimaya sò điệp trứng,Sản phẩm thường,Em bé,4901740710531,4901740710531,Có,50000,50000,53000,70000,50000,55000,Gói,50000,0,50000,0,50000,0,50000,0,50000,0
Cháo Shimaya thập cẩm,Sản phẩm thường,Em bé,4901740710654,4901740710654,Có,44000,49000,49000,65000,49000,50000,Bịch(10),44000,0,44000,0,44000,0,44000,0,44000,0
"0692-Cháo Shimaya cua,trứng 230g",Sản phẩm thường,Em bé,4901740710692,4901740710692,Có,48000,50000,48000,65000,50000,53000,Gói(10),48000,0,48000,0,48000,10,48000,0,48000,0
0739-Cháo Shimaya vị cá bơn 250g,Sản phẩm thường,Em bé,4901740710739,4901740710739,Có,48000,50000,48000,65000,50000,53000,bịch(10),48000,14,48000,0,48000,0,48000,0,48000,0
0746-Cháo Shimaya vị cua,Sản phẩm thường,Em bé,4901740710746,4901740710746,Có,48000,52000,50000,65000,52000,55000,Gói(10),48000,0,48000,0,48000,0,48000,0,48000,0
0784-Cháo Shimaya vị gà mới 250g,Sản phẩm thường,Em bé,4901740710784,4901740710784,Có,45000,50000,48000,65000,50000,53000,Gói(10),45000,28,45000,4,45000,4,45000,0,45000,0
0821-Cháo Shimaya Cá Hồng 250g,Sản phẩm thường,Em bé,4901740710821,4901740710821,Có,46000,50000,48000,65000,50000,53000,Gói(10),46000,9,46000,3,46000,2,46000,0,46000,0
0869-Cháo Shimaya vị trứng hành 230g,Sản phẩm thường,Em bé,4901740710869,4901740710869,Có,44000,52000,50000,65000,52000,55000,gói(10),44000,11,44000,16,44000,6,44000,0,44000,0
"0906-Cháo Shimaya nấm , trứng 250g",Sản phẩm thường,Em bé,4901740710906,4901740710906,Có,48000,50000,48000,65000,50000,53000,Gói(10),48000,0,48000,0,48000,8,48000,0,48000,0
"0944-Cháo Shimaya trứng, dashi cá chuồn 230g",Sản phẩm thường,Em bé,4901740710944,4901740710944,Có,48000,50000,48000,65000,50000,53000,Gói(10),48000,1,48000,0,48000,11,48000,0,48000,0
0982-Cháo Shimaya trắng rau củ 230g,Sản phẩm thường,Em bé,4901740710982,4901740710982,Có,40000,50000,48000,65000,50000,53000,Gói(10),40000,0,40000,0,40000,0,40000,0,40000,0
6210-Sữa tươi Suntory lon lẻ 190g,Sản phẩm thường,Em bé,4901777086210,4901777086210,Có,25000,26667,26000,35000,26667,27500,Chai(30),25000,90,25000,115,25000,31,25000,0,25000,0
1141- Phấn Baby Shiseido 50g,Sản phẩm thường,Em bé,4901872391141,4901872391141,Có,78000,84000,83000,120000,84000,85000,Hộp,78000,11,78000,10,78000,9,78000,0,78000,0
Ruốc cá trộn salad,Sản phẩm thường,Em bé,4901901244509,4901901244509,Có,65000,70000,70000,100000,70000,70000,chai,65000,0,65000,0,65000,0,65000,0,65000,0
Mì ly Kansai vị đậu hũ chiên 41g,Sản phẩm thường,Em bé,4901990024518,4901990024518,Có,22000,30000,30000,40000,30000,30000,hộp,22000,0,22000,0,22000,0,22000,0,22000,0
"Mì hoành Thánh xanh đậm , rong biển ",Sản phẩm thường,Em bé,4901990050197,4901990050197,Có,25000,30000,30000,40000,30000,30000,Hộp,25000,0,25000,0,25000,0,25000,0,25000,0
Trứng cá tuyết hoa anh đào ,Sản phẩm thường,Em bé,4902046569496,4902046569496,Có,60000,65000,65000,100000,65000,70000,Thùng (10),60000,0,60000,0,60000,0,60000,0,60000,0
1514-Ruốc cá hồi trộn trứng cua đỏ Okawari,Sản phẩm thường,Em bé,4902046861514,4902046861514,Có,98000,108000,105000,150000,108000,110000,Chai(15),98000,0,98000,0,98000,0,98000,0,98000,0
6084-Mì Mug màu vàng,Sản phẩm thường,Em bé,4902105016084,4902105016084,Có,52000,59000,57000,85000,59000,60000,Gói(12),52000,45,52000,2,52000,65,52000,0,52000,0
6091-Mì Mug màu xanh ,Sản phẩm thường,Em bé,4902105016091,4902105016091,Có,52000,57000,55000,80000,57000,58000,gói (12),52000,0,52000,0,52000,0,52000,0,52000,0
7008-Mì ly Apaman đỏ 32g,Sản phẩm thường,Em bé,4902105227008,4902105227008,Có,25000,28000,27000,35000,28000,30000,hộp(15),25000,0,25000,0,25000,0,25000,0,25000,0
6598-Nui xoắn Macaroni rau củ 9 phút (xanh lá),Sản phẩm thường,Em bé,4902110326598,4902110326598,Có,35000,39000,38000,60000,39000,40000,Gói (12),35000,15,35000,16,35000,15,35000,0,35000,0
Cháo trắng Topvalu 250g,Sản phẩm thường,Em bé,4902121203253,4902121203253,Có,25000,25000,25000,40000,25000,32000,gói(12),25000,0,25000,0,25000,0,25000,0,25000,0
3260-Cháo trắng mơ Topvalu 250g,Sản phẩm thường,Em bé,4902121203260,4902121203260,Có,25000,28000,28000,40000,28000,32000,gói(12),25000,0,25000,0,25000,0,25000,0,25000,0
Ruốc cá hồi TOPVALU,Sản phẩm thường,Em bé,4902121894543,4902121894543,Có,80000,85000,85000,110000,85000,88000,Cặp ( 6),80000,0,80000,0,80000,0,80000,0,80000,0
Ruốc cá hồi Topvalu nắp vàng,Sản phẩm thường,Em bé,4902121894550,4902121894550,Có,75000,85000,85000,120000,85000,90000,set (6),75000,0,75000,0,75000,0,75000,0,75000,0
Trứng cá tuyết,Sản phẩm thường,Em bé,4902150116494,4902150116494,Có,65000,75000,75000,100000,75000,75000,set,65000,0,65000,0,65000,0,65000,0,65000,0
8153-Ruốc gà Nissui set đôi 120g,Sản phẩm thường,Em bé,4902150118153,4902150118153,Có,75000,75000,75000,110000,75000,80000,Set(12),75000,0,75000,0,75000,0,75000,0,75000,0
Ruốc cá trứng cua,Sản phẩm thường,Em bé,4902150124871,4902150124871,Có,82000,90000,90000,130000,90000,92000,set (12),82000,0,82000,0,82000,0,82000,0,82000,0
7209-Ruốc cá hồi Nissui nắp cam,Sản phẩm thường,Em bé,4902150127209,4902150127209,Có,63000,70000,70000,90000,70000,72000,Hũ,63000,0,63000,0,63000,0,63000,0,63000,0
7216-Ruốc cá hồi Nissui,Sản phẩm thường,Em bé,4902150127216,4902150127216,Có,83000,88000,88000,50000,88000,90000,Set(12),83000,0,83000,0,83000,0,83000,0,83000,0
7551-Ruốc gà Nissui set 2,Sản phẩm thường,Em bé,4902150127551,4902150127551,Có,75000,82000,80000,110000,82000,85000,Set(12),75000,22,75000,1,75000,0,75000,0,75000,0
Ruốc cá hồi Maruha Nichiro,Sản phẩm thường,Em bé,4902165390551,4902165390551,Có,70000,75000,75000,100000,75000,75000,set,70000,0,70000,0,70000,0,70000,0,70000,0
5773-Ruốc cá hồi Maruha nichiro,Sản phẩm thường,Em bé,4902165585773,4902165585773,Có,73000,83000,83000,70000,83000,85000,Set(12),73000,0,73000,0,73000,0,73000,0,73000,0
1731-Nui Hello Kitty,Sản phẩm thường,Em bé,4902170251731,4902170251731,Có,25000,30000,28000,45000,30000,32000,gói (12),25000,0,25000,0,25000,10,25000,0,25000,0
4506-Bột làm sữa chua vị đào,Sản phẩm thường,Em bé,4902402804506,4902402804506,Có,50000,55000,55000,20000,55000,55000,Hộp(30),50000,0,50000,0,50000,0,50000,0,50000,0
9887- Siro làm sữa chua vị xoài,Sản phẩm thường,Em bé,4902402879887,4902402879887,Có,50000,55000,55000,20000,55000,57000,hộp(10x3),50000,0,50000,0,50000,0,50000,0,50000,0
Chai xịt chống muỗi Hakugen cho trẻ nhỏ,Sản phẩm thường,Em bé,4902407024510,4902407024510,Có,143000,160000,155000,220000,160000,160000,Chai,143000,8,143000,5,143000,4,143000,0,143000,0
9557-Xịt muỗi Sanrio hồng 200ml,Sản phẩm thường,Em bé,4902424439557,4902424439557,Có,95000,110000,105000,150000,110000,115000,Chai(24),95000,22,95000,24,95000,22,95000,0,95000,0
Ruốc cá hồi Hoko,Sản phẩm thường,Em bé,4902431022759,4902431022759,Có,70000,80000,80000,120000,80000,80000,set,70000,0,70000,0,70000,0,70000,0,70000,0
Bình sữa pigeon thủy tinh 150ml,Sản phẩm thường,Em bé,4902508003506,4902508003506,Có,300000,315000,310000,350000,315000,315000,Cái(40),300000,0,300000,0,300000,0,300000,0,300000,0
Bình sữa Pigeon thủy tinh 240ml,Sản phẩm thường,Em bé,4902508003636,4902508003636,Có,150000,170000,165000,250000,170000,175000,Cái(5x12),150000,0,150000,0,150000,2,150000,0,150000,0
Núm ti Pigeon số 1 - 1 cái (size S),Sản phẩm thường,Em bé,4902508011365,4902508011365,Có,85000,90000,88000,130000,90000,95000,cái,85000,16,85000,21,85000,22,85000,0,85000,0
Núm ti Pigeon số 3 - 1 cái (size M),Sản phẩm thường,Em bé,4902508011372,4902508011372,Có,82500,90000,88000,130000,90000,95000,cái,82500,18,82500,12,82500,42,82500,0,82500,0
Núm ti Pigeon số 6 - 1 cái (size L),Sản phẩm thường,Em bé,4902508011389,4902508011389,Có,82500,90000,88000,130000,90000,95000,cái (10x5),82500,8,82500,5,82500,16,82500,0,82500,0
Núm ti Pigeon số 9 - 1 cái (size LL),Sản phẩm thường,Em bé,4902508011396,4902508011396,Có,84500,90000,88000,130000,90000,95000,Cái(10x5),84500,4,84500,0,84500,0,84500,0,84500,0
4654-Kẹo ngậm chống sâu răng tổng hợp 18v,Sản phẩm thường,Em bé,4902508034654,4902508034654,Có,70000,85000,80000,110000,85000,88000,Gói,70000,2,70000,0,70000,6,70000,0,70000,0
9888-Bánh ăn dặm Pigeon 6M cá,Sản phẩm thường,Em bé,4902508039888,4902508039888,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,20,38000,20,38000,0,38000,0,38000,0
9895-Bánh ăn dặm Pigeon 6M rong biển,Sản phẩm thường,Em bé,4902508039895,4902508039895,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,22,38000,16,38000,3,38000,0,38000,0
9925-Bánh ăn dặm cá Pigeon 7M,Sản phẩm thường,Em bé,4902508039925,4902508039925,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,47,38000,0,38000,0,38000,0,38000,0
0181-Dụng cụ gắp bình sữa Pigeon ,Sản phẩm thường,Em bé,4902508040181,4902508040181,Có,145000,155000,155000,250000,155000,160000,Cái(5x6),145000,3,145000,8,145000,0,145000,0,145000,0
Phấn Pigeon Baby xanh ,Sản phẩm thường,Em bé,4902508070584,4902508070584,Có,90000,95000,95000,140000,95000,100000,Hộp ,90000,0,90000,0,90000,0,90000,0,90000,0
Phấn Pigeon Baby hồng hương hoa,Sản phẩm thường,Em bé,4902508070607,4902508070607,Có,60000,65000,65000,90000,65000,68000,Hộp ( 60),60000,0,60000,0,60000,0,60000,0,60000,0
Gel làm mát da bé,Sản phẩm thường,Em bé,4902508083447,4902508083447,Có,180000,190000,190000,220000,190000,190000,Hộp,180000,0,180000,0,180000,0,180000,0,180000,0
Sữa tắm Pigeon màu xanh ngọc 500ml,Sản phẩm thường,Em bé,4902508083515,4902508083515,Có,180000,195000,190000,250000,195000,200000,chai,180000,6,180000,25,180000,8,180000,0,180000,0
3539-Sữa tắm Pigeon màu cam 500ml,Sản phẩm thường,Em bé,4902508083539,4902508083539,Có,180000,195000,190000,250000,195000,200000,Chai(20),180000,6,180000,14,180000,3,180000,0,180000,0
3553-Sữa tắm Pigeon màu hồng 500ml,Sản phẩm thường,Em bé,4902508083553,4902508083553,Có,180000,195000,190000,250000,195000,200000,Chai(20),180000,19,180000,20,180000,25,180000,0,180000,0
3577-Dầu gội Pigeon xanh dương 350ml,Sản phẩm thường,Em bé,4902508083577,4902508083577,Có,160000,170000,170000,230000,170000,175000,Chai(20),160000,13,160000,18,160000,7,160000,0,160000,0
3591-Dầu gội Pigeon hồng 350ml,Sản phẩm thường,Em bé,4902508083591,4902508083591,Có,160000,190000,190000,230000,190000,195000,chai(20),160000,9,160000,16,160000,10,160000,0,160000,0
3737-Dưỡng thể bé Pigeon 50g,Sản phẩm thường,Em bé,4902508083737,4902508083737,Có,150000,165000,165000,250000,165000,170000,Tuýp,150000,0,150000,0,150000,0,150000,0,150000,0
3805-Lotion dưỡng ẩm hương đào Pigeon 200ml,Sản phẩm thường,Em bé,4902508083805,4902508083805,Có,120000,130000,130000,200000,130000,135000,Hộp,120000,0,120000,0,120000,0,120000,0,120000,0
4116-Sữa tắm Pigeon hương đào 450ml ,Sản phẩm thường,Em bé,4902508084116,4902508084116,Có,180000,195000,190000,230000,195000,200000,Chai(20),180000,8,180000,16,180000,15,180000,0,180000,0
Sữa tắm Pigeon hương đào dạng túi 400ml,Sản phẩm thường,Em bé,4902508084123,4902508084123,Có,125000,135000,130000,170000,135000,140000,túi(20),125000,6,125000,0,125000,12,125000,0,125000,0
3824-Giấy lau răng  Pigeon 42 miếng,Sản phẩm thường,Em bé,4902508103824,4902508103824,Có,138000,145000,143000,200000,145000,148000,Hộp(5x6),138000,12,138000,20,138000,4,138000,0,138000,0
KĐR Pigeon dâu 50g,Sản phẩm thường,Em bé,4902508103893,4902508103893,Có,88000,94000,93000,130000,94000,95000,tuýp(6x10),88000,62,88000,30,88000,24,88000,0,88000,0
3909-KĐR Pigeon bạc hà 50g,Sản phẩm thường,Em bé,4902508103909,4902508103909,Có,85000,90000,88000,130000,90000,95000,Tuýp (6x10),85000,0,85000,0,85000,0,85000,0,85000,0
KĐR Pigeon nho 50g,Sản phẩm thường,Em bé,4902508104463,4902508104463,Có,88000,94000,93000,130000,94000,95000,Tuýp(60),88000,55,88000,28,88000,31,88000,0,88000,0
5292-Giấy lau răng Pigeon 42 miếng vị dâu,Sản phẩm thường,Em bé,4902508115292,4902508115292,Có,138000,145000,143000,200000,145000,147000,hộp(5x6),138000,10,138000,22,138000,11,138000,0,138000,0
Nước xả Pigeon cho bé 600ml vàng,Sản phẩm thường,Em bé,4902508121088,4902508121088,Có,115000,125000,120000,170000,125000,130000,chai (20),115000,0,115000,0,115000,0,115000,0,115000,0
Nước rửa bình sữa Pigeon 800ml,Sản phẩm thường,Em bé,4902508121118,4902508121118,Có,140000,135000,130000,200000,135000,140000,chai (10),140000,11,140000,6,140000,4,140000,0,140000,0
Rửa bình sữa Pigeon loại bịch 700ml,Sản phẩm thường,Em bé,4902508121125,4902508121125,Có,120000,135000,130000,180000,135000,140000,gói (12),120000,11,120000,12,120000,11,120000,0,120000,0
Nước rửa bình sữa 250ml,Sản phẩm thường,Em bé,4902508121163,4902508121163,Có,60000,70000,70000,90000,70000,70000,gói,60000,0,60000,0,60000,0,60000,0,60000,0
1316-Nước giặt Pigeon cho bé 800ml,Sản phẩm thường,Em bé,4902508121316,4902508121316,Có,120000,125000,125000,170000,125000,130000,Chai(14),120000,0,120000,0,120000,0,120000,0,120000,0
Nước giặt Pigeon Plus cho bé 600ml ,Sản phẩm thường,Em bé,4902508121347,4902508121347,Có,115000,125000,120000,170000,125000,130000,chai (20),115000,0,115000,0,115000,1,115000,0,115000,0
3692-Bánh ăn dặm Pigeon 7M cà rốt cà chua ,Sản phẩm thường,Em bé,4902508133692,4902508133692,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,25,38000,20,38000,0,38000,0,38000,0
Bánh ăn dặm Pigeon 9 tháng phô mai(13372),Sản phẩm thường,Em bé,4902508133722,4902508133722,Có,44000,43000,43000,60000,43000,47000,Hộp,44000,0,44000,0,44000,0,44000,0,44000,0
3791-Bánh ăn dặm Pigeon 7M bông cải,Sản phẩm thường,Em bé,4902508133791,4902508133791,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,14,38000,0,38000,0,38000,0,38000,0
3913-Bánh ăn dặm Pigeon 6M rau cà rốt,Sản phẩm thường,Em bé,4902508133913,4902508133913,Có,38000,43000,41000,55000,43000,45000,Hộp( 24),38000,25,38000,16,38000,0,38000,0,38000,0
3920-Bánh ăn dặm Pigeon khoai lang bí đỏ 7M,Sản phẩm thường,Em bé,4902508133920,4902508133920,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,28,38000,0,38000,8,38000,0,38000,0
3937-Bánh ăn dặm Pigeon 9M rau củ ,Sản phẩm thường,Em bé,4902508133937,4902508133937,Có,40000,43000,41000,55000,43000,45000,Hộp(24),40000,54,40000,30,40000,14,40000,0,40000,0
4415-Nước ép Pigeon điện giải,Sản phẩm thường,Em bé,4902508134415,4902508134415,Có,50000,57000,55000,70000,57000,58000,Block(16),50000,18,50000,20,50000,21,50000,0,50000,0
Daisy Pigeon nấm và rau củ (13554),Sản phẩm thường,Em bé,4902508134514,4902508134514,Có,55000,60000,58000,75000,60000,62000,Gói(30),55000,11,55000,0,55000,3,55000,0,55000,0
Daisy Pigeon cá ngừ rong biển (13552),Sản phẩm thường,Em bé,4902508134521,4902508134521,Có,57000,59000,58000,75000,59000,60000,Gói(30),57000,23,57000,21,57000,7,57000,0,57000,0
Bột daisy rau củ cá cơm,Sản phẩm thường,Em bé,4902508134583,4902508134583,Có,62000,62000,62000,80000,62000,70000,hộp,62000,0,62000,0,62000,0,62000,0,62000,0
4637-Bánh ăn dặm Pigeon 7M cá rong biển,Sản phẩm thường,Em bé,4902508134637,4902508134637,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,22,38000,42,38000,0,38000,0,38000,0
4644-Bánh ăn dặm Pigeon 9M khoai lang,Sản phẩm thường,Em bé,4902508134644,4902508134644,Có,40000,43000,41000,55000,43000,45000,Hộp(24),40000,9,40000,22,40000,9,40000,0,40000,0
4651-Bánh ăn dặm Pigeon 9M rau bina,Sản phẩm thường,Em bé,4902508134651,4902508134651,Có,38000,43000,41000,55000,43000,45000,Hộp(24),38000,17,38000,32,38000,0,38000,0,38000,0
5115-Nước ép Pigeon lúa mạch,Sản phẩm thường,Em bé,4902508135115,4902508135115,Có,50000,57000,55000,70000,57000,58000,Set (16),50000,14,50000,17,50000,8,50000,0,50000,0
5139-Nước ép Pigeon táo cà rốt,Sản phẩm thường,Em bé,4902508135139,4902508135139,Có,50000,57000,55000,70000,57000,58000,block (16),50000,20,50000,1,50000,9,50000,0,50000,0
"5146-Nước ép cà chua, măng tây pigeon",Sản phẩm thường,Em bé,4902508135146,4902508135146,Có,50000,57000,55000,70000,57000,58000,Set(16),50000,3,50000,1,50000,10,50000,0,50000,0
