Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
5528-Bột ăn dặm Matsuya cá bơn rau củ,Sản phẩm thường,Em bé,4510549005528,4510549005528,Có,52000,58000,57000,80000,58000,60000,Bịch(32),52000,0,52000,0,52000,0,52000,0,52000,0
5535-Bột ăn dặm Matsuya rau củ ,Sản phẩm thường,Em bé,4510549005535,4510549005535,Có,52000,58000,57000,80000,58000,60000,Bịch(32),52000,0,52000,0,52000,0,52000,0,52000,0
5542-Bột ăn dặm Matsuya rong biển,Sản phẩm thường,Em bé,4510549005542,4510549005542,Có,52000,58000,57000,80000,58000,60000,Bịch(32),52000,1,52000,0,52000,0,52000,0,52000,0
5394-Sữa tắm gội tạo bọt em bé Deve 500ml,Sản phẩm thường,Em bé,4513574025394,4513574025394,Có,125000,135000,130000,200000,135000,145000,chai(16),125000,0,125000,0,125000,0,125000,0,125000,0
5237-Miếng lót chống côn trùng 3 Miếng,Sản phẩm thường,Em bé,4516825005237,4516825005237,Có,173250,185000,180000,225000,185000,190000,Hộp,173250,0,173250,2,173250,0,173250,0,173250,0
2127-Đồ chơi cho bé gái My Melody Re-Ment ,Sản phẩm thường,Em bé,4521121152127,4521121152127,Có,170000,190000,185000,250000,190000,195000,Cái,170000,0,170000,0,170000,0,170000,0,170000,0
Sữa tắm em bé,Sản phẩm thường,Em bé,4537130100714,4537130100714,Có,80000,90000,90000,120000,90000,90000,chai,80000,0,80000,0,80000,0,80000,0,80000,0
Dầu gội em bé Bandai  Vịt Donal 300ml,Sản phẩm thường,Em bé,4543112581617,4543112581617,Có,105000,115000,115000,165000,115000,120000,chai (24),105000,0,105000,0,105000,0,105000,0,105000,0
Dầu gội bé Mario 300ml,Sản phẩm thường,Em bé,4543112686756,4543112686756,Có,105000,115000,110000,170000,115000,130000,Chai ( 24),105000,0,105000,0,105000,0,105000,0,105000,0
Dầu gội bé Bandai Pokemon 300ml,Sản phẩm thường,Em bé,4543112862631,4543112862631,Có,115000,115000,115000,165000,115000,120000,chai,115000,0,115000,0,115000,0,115000,0,115000,0
1805-Ngậm nướu chuối Edison nâu,Sản phẩm thường,Em bé,4544742911805,4544742911805,Có,130000,140000,135000,190000,140000,145000,Cái(72),130000,68,130000,3,130000,4,130000,0,130000,0
1836- Ngậm nướu chuối Edisson  vàng,Sản phẩm thường,Em bé,4544742911836,4544742911836,Có,110000,120000,120000,190000,120000,125000,Cái (12x6),110000,2,110000,0,110000,0,110000,0,110000,0
3441-Khay tập ăn 3 ngăn Edison,Sản phẩm thường,Em bé,4544742913441,4544742913441,Có,100000,150000,150000,270000,150000,155000,Cái,100000,1,100000,0,100000,0,100000,0,100000,0
8637v-Yếm em bé,Sản phẩm thường,Em bé,4549131348637,4549131348637,Có,28000,35000,35000,75000,35000,37000,cái,28000,0,28000,0,28000,0,28000,0,28000,0
Giấy ướt vịt donal (30x2),Sản phẩm thường,Em bé,4549131403800,4549131403800,Có,28000,33000,33000,40000,33000,35000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
3816v-Hộp đựng khăn giấy ướt ,Sản phẩm thường,Em bé,4549131583816,4549131583816,Có,28000,35000,35000,50000,35000,37000,Cái,28000,0,28000,0,28000,0,28000,0,28000,0
Dầu gội trẻ em công chúa Bandai 300ml,Sản phẩm thường,Em bé,4549660045250,4549660045250,Có,105000,115000,110000,165000,115000,120000,chai,105000,0,105000,0,105000,0,105000,0,105000,0
Dầu gội siêu nhân xanh,Sản phẩm thường,Em bé,4549660045311,4549660045311,Có,125000,135000,135000,170000,135000,135000,chai,125000,0,125000,0,125000,0,125000,0,125000,0
Dầu gội em bé BADAI Doremon 300ml,Sản phẩm thường,Em bé,4549660115267,4549660115267,Có,105000,115000,110000,165000,115000,130000,chai (24),105000,0,105000,0,105000,0,105000,0,105000,0
Dầu gội em  bé BANDAI Pokemon vàng 300ml,Sản phẩm thường,Em bé,4549660143857,4549660143857,Có,105000,115000,110000,165000,115000,120000,Chai ( 24),105000,0,105000,0,105000,0,105000,0,105000,0
5208-Dầu gội em bé Bandai hình Rilakkuma 300ml,Sản phẩm thường,Em bé,4549660185208,4549660185208,Có,105000,115000,110000,165000,115000,120000,chai,105000,0,105000,0,105000,0,105000,0,105000,0
5529-Dầu gội em bé Bandai hình cậu bé bút chì 300ml,Sản phẩm thường,Em bé,4549660185529,4549660185529,Có,105000,115000,110000,165000,115000,120000,chai(24),105000,0,105000,0,105000,0,105000,0,105000,0
7538-Dầu gội em bé Bandai hình Kamenrider 300ml,Sản phẩm thường,Em bé,4549660277538,4549660277538,Có,105000,115000,110000,165000,115000,120000,chai(24),105000,0,105000,0,105000,0,105000,0,105000,0
5413-Dầu gội em bé Bandai hình Splatoon 300ml,Sản phẩm thường,Em bé,4549660325413,4549660325413,Có,105000,115000,110000,165000,115000,120000,chai(24),105000,0,105000,0,105000,0,105000,0,105000,0
5666-Dầu gội em bé Bandai hình siêu nhân 300ml,Sản phẩm thường,Em bé,4549660325666,4549660325666,Có,105000,115000,110000,165000,115000,120000,chai(24),105000,0,105000,0,105000,0,105000,0,105000,0
2446-Bộ đồ chơi thủy thủ Ban Dai,Sản phẩm thường,Em bé,4549660392446,4549660392446,Có,65000,80000,75000,100000,80000,85000,Cái,65000,0,65000,0,65000,0,65000,0,65000,0
2774-Mô hình lắp ráp Sonic Eagllet Ban Dai,Sản phẩm thường,Em bé,4549660392774,4549660392774,Có,120000,145000,140000,180000,145000,150000,Cái,120000,0,120000,0,120000,0,120000,0,120000,0
3603-Bánh chocolate Ban Dai,Sản phẩm thường,Em bé,4549660393603,4549660393603,Có,30000,33000,32000,50000,33000,34000,Gói,30000,0,30000,0,30000,0,30000,0,30000,0
3801-Đồ chơi lắp ráp Robot Ban Dai,Sản phẩm thường,Em bé,4549660393801,4549660393801,Có,95000,105000,100000,150000,105000,108000,Cái,95000,0,95000,0,95000,0,95000,0,95000,0
2576- Ruốc cá hồi Topvalu 52gx2,Sản phẩm thường,Em bé,4549741572576,4549741572576,Có,90000,95000,93000,140000,95000,97000,Set(12),90000,19,90000,0,90000,5,90000,0,90000,0
3883- Ruốc cá hồi SalmonFlake ,Sản phẩm thường,Em bé,4560255853883,4560255853883,Có,67000,72000,72000,100000,72000,75000,Set(12),67000,0,67000,0,67000,0,67000,0,67000,0
6206-Kem dưỡng da bé Lecura 40g,Sản phẩm thường,Em bé,4560278226206,4560278226206,Có,70000,80000,80000,120000,80000,85000,Tuýp,70000,0,70000,0,70000,0,70000,0,70000,0
Giấy ướt Hello Kitty,Sản phẩm thường,Em bé,4560319040365,4560319040365,Có,25500,30000,30000,35000,30000,30000,hộp,25500,0,25500,0,25500,0,25500,0,25500,0
Hộp đựng giấy ướt Hellokitty,Sản phẩm thường,Em bé,4560319041027,4560319041027,Có,121000,130000,130000,150000,130000,135000,Hộp,121000,0,121000,0,121000,0,121000,0,121000,0
Khăn ướt K99% xanh 80M    ,Sản phẩm thường,Em bé,4560319041614,4560319041614,Có,24320,28000,26500,40000,28000,30000,gói,24320,118,24320,0,24320,2,24320,0,24320,0
4875-Khăn ướt BabiesRus 80M,Sản phẩm thường,Em bé,4560319044875,4560319044875,Có,28000,32000,30000,40000,32000,33000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
0353-Bột rửa rau củ 90g,Sản phẩm thường,Em bé,4562286370353,4562286370353,Có,50000,55000,53000,85000,55000,60000,Gói (120),50000,30,50000,29,50000,9,50000,0,50000,0
2071-Bánh quy sữa bò gói nhỏ,Sản phẩm thường,Em bé,457115582071,457115582071,Có,10000,15000,15000,25000,15000,15500,Bịch,10000,0,10000,0,10000,0,10000,0,10000,0
0868-Bánh men bi sữa bò Morinaga,Sản phẩm thường,Em bé,4571155820868,4571155820868,Có,39000,43000,42000,60000,43000,45000,Hộp(5x8),39000,1,39000,0,39000,0,39000,0,39000,0
1334-Bột trái cây cho bé 1 tháng 100g Babiesrus,Sản phẩm thường,Em bé,4571196911334,4571196911334,Có,50000,55000,55000,80000,55000,60000,Gói,50000,0,50000,0,50000,0,50000,0,50000,0
1341-Bột rau củ cho bé 1 tháng Babiesrus 100g,Sản phẩm thường,Em bé,4571196911341,4571196911341,Có,50000,55000,55000,80000,55000,60000,Gói,50000,0,50000,0,50000,0,50000,0,50000,0
0014-Ngậm nướu hươu cho bé,Sản phẩm thường,Em bé,4571498430014,4571498430014,Có,110000,120000,120000,180000,120000,125000,Cái(72),110000,1,110000,0,110000,1,110000,0,110000,0
0021-Ngậm nướu ngựa cho bé,Sản phẩm thường,Em bé,4571498430021,4571498430021,Có,55000,60000,60000,100000,60000,65000,Cái,55000,0,55000,0,55000,0,55000,0,55000,0
0038-Ngậm nướu khỉ ,Sản phẩm thường,Em bé,4571498430038,4571498430038,Có,55000,60000,60000,100000,60000,65000,Cái,55000,0,55000,0,55000,0,55000,0,55000,0
0069-Ngậm nướu hươu cho bé màu hồng,Sản phẩm thường,Em bé,4571498430069,4571498430069,Có,135000,145000,140000,200000,145000,150000,Cái(72),135000,8,135000,2,135000,7,135000,0,135000,0
0076-Ngậm nướu hươu cho bé màu xanh,Sản phẩm thường,Em bé,4571498430076,4571498430076,Có,135000,152000,150000,200000,152000,155000,Cái(72),135000,9,135000,4,135000,9,135000,0,135000,0
Bột Cacao Gunnobi hươu cao cổ 140g,Sản phẩm thường,Em bé,4573499820016,4573499820016,Có,125000,135000,130000,50000,135000,140000,Gói (24),125000,0,125000,0,125000,0,125000,0,125000,0
Bột Cacao Gunnobi vị dâu 140g,Sản phẩm thường,Em bé,4573499820047,4573499820047,Có,125000,135000,130000,140000,135000,140000,Gói(24),125000,6,125000,13,125000,1,125000,0,125000,0
Bột Cacao Gunnobi vị chuối 140g,Sản phẩm thường,Em bé,4573499820054,4573499820054,Có,125000,135000,130000,140000,135000,140000,Gói(24),125000,41,125000,18,125000,6,125000,0,125000,0
Bột Cacao Gunnobi vị trà sữa 140g,Sản phẩm thường,Em bé,4573499820061,4573499820061,Có,125000,135000,130000,140000,135000,140000,Gói(24),125000,19,125000,8,125000,6,125000,0,125000,0
0034-Mì somen cà rốt cà chua 30gx6,Sản phẩm thường,Em bé,4580452850034,4580452850034,Có,92000,105000,100000,165000,105000,107000,Hộp,92000,27,92000,13,92000,3,92000,0,92000,0
0041-Mì Somen Cho Bé 7tháng 180gr Vị Cà Chua Rau Bina,Sản phẩm thường,Em bé,4580452850041,4580452850041,Có,95000,105000,100000,165000,105000,107000,Hộp,95000,0,95000,9,95000,2,95000,0,95000,0
0065-Mì Somen Cho Bé 7m 180gr Vị Carot Rau Bina ,Sản phẩm thường,Em bé,4580452850065,4580452850065,Có,95000,105000,100000,165000,105000,107000,Hộp ,95000,7,95000,19,95000,2,95000,0,95000,0
0072-Mì somen cà rốt bí đỏ 30gx6,Sản phẩm thường,Em bé,4580452850072,4580452850072,Có,92000,99000,97000,150000,99000,100000,Hộp,92000,4,92000,14,92000,4,92000,0,92000,0
0089-Mì somen bí đỏ rau củ 30gx6,Sản phẩm thường,Em bé,4580452850089,4580452850089,Có,95000,105000,100000,165000,105000,107000,Hộp,95000,1,95000,6,95000,1,95000,0,95000,0
Nước tương Ofukuro mới tách muối,Sản phẩm thường,Em bé,4582132152018,4582132152018,Có,85000,95000,90000,140000,95000,100000,Chai (48),85000,40,85000,46,85000,12,85000,0,85000,0
Khăn ướt Life-do.Plus 99% 80 tờ,Sản phẩm thường,Em bé,4589506151738,4589506151738,Có,21450,28000,28000,35000,28000,30000,Gói,21450,0,21450,0,21450,11,21450,0,21450,0
Giấy ướt cho bé Life-do.Plus (80 tờx3gói),Sản phẩm thường,Em bé,4589506151745,4589506151745,Có,64350,70000,68000,100000,70000,75000,Set(12),64350,0,64350,0,64350,0,64350,0,64350,0
2342-Kẹo cho bé biếng ăn Mama Ramune 200v,Sản phẩm thường,Em bé,4589732982342,4589732982342,Có,212000,235000,230000,300000,235000,240000,hộp(12x4),212000,55,212000,11,212000,7,212000,0,212000,0
2656-Kẹo cho bé biếng ăn Mama Ramune 200v One Piece,Sản phẩm thường,Em bé,4589732982656,4589732982656,Có,258000,270000,260000,350000,270000,275000,hộp(12x4),258000,0,258000,0,258000,0,258000,0,258000,0
Cháo trắng Ajinomoto,Sản phẩm thường,Em bé,4901001052387,4901001052387,Có,28000,32000,32000,45000,32000,35000,gói (9),28000,0,28000,0,28000,0,28000,0,28000,0
Cháo trứng Ajinomoto,Sản phẩm thường,Em bé,4901001052400,4901001052400,Có,28000,32000,32000,45000,32000,35000,gói (9),28000,0,28000,0,28000,0,28000,0,28000,0
Muối Yasashio giảm độ mặn Ajinomoto cho bé 180g,Sản phẩm thường,Em bé,4901001087242,4901001087242,Có,75000,85000,85000,120000,85000,90000,gói(10),75000,0,75000,0,75000,0,75000,0,75000,0
Bánh gạo vị cá Haihai,Sản phẩm thường,Em bé,4901037102124,4901037102124,Có,25000,30000,30000,30000,30000,30000,gói (6),25000,0,25000,0,25000,0,25000,0,25000,0
2148-Bánh gạo haihai rau củ ,Sản phẩm thường,Em bé,4901037102148,4901037102148,Có,35000,39000,38000,55000,39000,40000,Gói(6),35000,6,35000,7,35000,6,35000,0,35000,0
2155-Bánh ăn dặm cá Ganbare,Sản phẩm thường,Em bé,4901037102155,4901037102155,Có,35000,39000,38000,55000,39000,40000,Gói(6),35000,10,35000,6,35000,6,35000,0,35000,0
Bánh gạo,Sản phẩm thường,Em bé,4901037131902,4901037131902,Có,45000,50000,50000,65000,50000,50000,gói,45000,0,45000,0,45000,0,45000,0,45000,0
Bánh gạo vị rau củ Haihai,Sản phẩm thường,Em bé,4901037703901,4901037703901,Có,25000,30000,30000,30000,30000,32000,gói (6),25000,0,25000,0,25000,0,25000,0,25000,0
3711-Xịt muỗi Kid's trắng 200ml,Sản phẩm thường,Em bé,4901080193711,4901080193711,Có,125000,140000,140000,180000,140000,145000,Chai(20),125000,0,125000,0,125000,0,125000,0,125000,0
6217-Xịt muỗi Earth-chem xanh 200ml,Sản phẩm thường,Em bé,4901080196217,4901080196217,Có,125000,135000,135000,180000,135000,140000,Chai(20),125000,0,125000,0,125000,0,125000,0,125000,0
6415-Xịt muỗi earth-chem hồng 200ml,Sản phẩm thường,Em bé,4901080196415,4901080196415,Có,125000,140000,140000,180000,140000,145000,Chai(20),125000,0,125000,0,125000,0,125000,0,125000,0
NSM trẻ em hương dâu Kid's 250ml,Sản phẩm thường,Em bé,4901080510419,4901080510419,Có,88000,97000,93000,150000,97000,100000,Chai(20),88000,50,88000,19,88000,7,88000,0,88000,0
NSM trẻ em hương nho Kid's 250ml,Sản phẩm thường,Em bé,4901080510518,4901080510518,Có,88000,97000,93000,150000,97000,100000,Chai(20),88000,55,88000,17,88000,4,88000,0,88000,0
Sữa tắm con bò em bé màu xanh,Sản phẩm thường,Em bé,4901080537218,4901080537218,Có,90000,100000,100000,130000,100000,100000,chai,90000,0,90000,0,90000,0,90000,0,90000,0
Trà gạo em bé Mugiocha,Sản phẩm thường,Em bé,4901085181140,4901085181140,Có,40000,50000,50000,60000,50000,50000,block ,40000,0,40000,0,40000,0,40000,0,40000,0
Hộp giấy ướt Genky,Sản phẩm thường,Em bé,4901121666808,4901121666808,Có,120000,130000,130000,150000,130000,135000,hộp,120000,0,120000,0,120000,0,120000,0,120000,0
6070-Rắc cơm vị gà ,Sản phẩm thường,Em bé,4901174016070,4901174016070,Có,25000,30000,30000,40000,30000,30000,Gói,25000,0,25000,0,25000,0,25000,0,25000,0
6100-Rắc cơm vị tôm ,Sản phẩm thường,Em bé,4901174016100,4901174016100,Có,25000,30000,30000,40000,30000,30000,Bịch,25000,0,25000,0,25000,0,25000,0,25000,0
6117-Rắc cơm vị rau củ,Sản phẩm thường,Em bé,4901174016117,4901174016117,Có,25000,30000,30000,40000,30000,30000,Gói,25000,0,25000,0,25000,0,25000,0,25000,0
6131-Rắc cơm vị cá,Sản phẩm thường,Em bé,4901174016131,4901174016131,Có,25000,30000,30000,40000,30000,30000,Gói,25000,0,25000,0,25000,0,25000,0,25000,0
3012-Bàn chải ĐR em bé Ebisu 6 tuổi Kitty,Sản phẩm thường,Em bé,4901221033012,4901221033012,Có,23000,26000,25000,40000,26000,27000,cây,23000,4,23000,1,23000,0,23000,0,23000,0
2605-Bàn chải ĐR em bé Ebisu 6 tháng - 3t Doraemon,Sản phẩm thường,Em bé,4901221862605,4901221862605,Có,23000,27000,26000,40000,27000,28000,cây,23000,5,23000,0,23000,7,23000,0,23000,0
Sữa chua Calpis 250ml lợi khuẩn,Sản phẩm thường,Em bé,4901277239888,4901277239888,Có,22000,24000,23000,32000,24000,25000,Hộp ( 24),22000,109,22000,60,22000,72,22000,0,22000,0
Sữa Calpis dưa lưới,Sản phẩm thường,Em bé,4901277245179,4901277245179,Có,22000,24000,24000,32000,24000,25000,Hộp (12),22000,0,22000,0,22000,0,22000,0,22000,0
8736-Sữa chua lợi khuẩn bổ sung canxi Calpis 125ml,Sản phẩm thường,Em bé,4901277248736,4901277248736,Có,20000,23000,22000,30000,23000,25000,Hộp(24),20000,86,20000,29,20000,48,20000,0,20000,0
KĐR em bé KAO KID dâu 50g,Sản phẩm thường,Em bé,4901301210388,4901301210388,Có,45000,45000,45000,60000,45000,45000,tuýp,45000,0,45000,0,45000,0,45000,0,45000,0
KĐR em bé KAO KID nho 50g,Sản phẩm thường,Em bé,4901301210395,4901301210395,Có,40000,45000,45000,60000,45000,45000,tuýp,40000,0,40000,0,40000,0,40000,0,40000,0
Hộp giấy ướt Merries 54M,Sản phẩm thường,Em bé,4901301239822,4901301239822,Có,122400,135000,130000,160000,135000,137000,Hộp,122400,15,122400,2,122400,0,122400,0,122400,0
9976-Giấy ướt Merries 54 miếng,Sản phẩm thường,Em bé,4901301239976,4901301239976,Có,40000,44000,42000,55000,44000,45000,Gói (24),40000,31,40000,12,40000,20,40000,0,40000,0
9983-Khăn ướt Merries 64M,Sản phẩm thường,Em bé,4901301239983,4901301239983,Có,42000,47000,45000,80000,47000,48000,Gói(36),42000,78,42000,22,42000,22,42000,0,42000,0
0797-Khăn ướt Merries 54M,Sản phẩm thường,Em bé,4901301250797,4901301250797,Có,39000,42000,41000,70000,42000,43000,Gói(24),39000,24,39000,0,39000,0,39000,0,39000,0
1616-KĐR em bé vị nho Kao 70g,Sản phẩm thường,Em bé,4901301281616,4901301281616,Có,36000,39000,38000,60000,39000,40000,tuýp(12x4),36000,12,36000,23,36000,6,36000,0,36000,0
1623-KĐR em bé vị dâu Kao 70g,Sản phẩm thường,Em bé,4901301281623,4901301281623,Có,36000,39000,38000,60000,39000,40000,Tuýp (12x4),36000,4,36000,4,36000,0,36000,0,36000,0
1630-KĐR em bé vị dưa lưới Kao 70g,Sản phẩm thường,Em bé,4901301281630,4901301281630,Có,36000,39000,38000,60000,39000,40000,tuýp (12x4),36000,0,36000,16,36000,3,36000,0,36000,0
Kem chống nắng cho bé,Sản phẩm thường,Em bé,4901301320292,4901301320292,Có,144138,160000,160000,225000,160000,165000,Tuýp,144138,0,144138,0,144138,0,144138,0,144138,0
Bánh gạo sữa Haihai cho bé 7 tháng,Sản phẩm thường,Em bé,4901313067147,4901313067147,Có,35000,85000,85000,50000,85000,85000,gói(12),35000,0,35000,0,35000,0,35000,0,35000,0
Bánh gạo rau củ cho bé 1 tuổi,Sản phẩm thường,Em bé,4901313187777,4901313187777,Có,35000,40000,40000,50000,40000,40000,Hộp,35000,0,35000,0,35000,0,35000,0,35000,0
4973-Bánh gạo Hai Hai sữa,Sản phẩm thường,Em bé,4901313194973,4901313194973,Có,35000,39000,38000,55000,39000,40000,Gói(12),35000,9,35000,8,35000,10,35000,0,35000,0
4980-Bánh gạo Hai Hai rau củ vàng,Sản phẩm thường,Em bé,4901313194980,4901313194980,Có,35000,39000,38000,55000,39000,40000,Gói(12),35000,4,35000,15,35000,7,35000,0,35000,0
Bánh gạo Apaman màu cam,Sản phẩm thường,Em bé,4901336121420,4901336121420,Có,35000,25000,25000,15000,25000,25000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
2040-Bánh mì tươi vị rau củ cho bé ,Sản phẩm thường,Em bé,4901359252040,4901359252040,Có,20000,22000,22000,25000,22000,22000,gói (10),20000,0,20000,0,20000,0,20000,0,20000,0
Bánh ăn dặm hình gấu,Sản phẩm thường,Em bé,4901360311309,4901360311309,Có,50000,53000,52000,60000,53000,55000,gói,50000,0,50000,0,50000,0,50000,0,50000,0
8382-Sữa tắm Naive tạo bọt hương đào cho bé 500ml,Sản phẩm thường,Em bé,4901417168382,4901417168382,Có,120000,135000,130000,180000,135000,140000,chai(9),120000,4,120000,14,120000,8,120000,0,120000,0
Sữa tắm em bé Wakado màu vàng ,Sản phẩm thường,Em bé,4901525004244,4901525004244,Có,150000,160000,160000,200000,160000,160000,chai ( 12),150000,2,150000,0,150000,0,150000,0,150000,0
Sữa tắm em bé Wakado hồng 400ml ,Sản phẩm thường,Em bé,4901525005180,4901525005180,Có,115000,135000,130000,200000,135000,140000,chai (12),115000,6,115000,9,115000,0,115000,0,115000,0
6406-Sữa tắm em bé Wakado màu xanh,Sản phẩm thường,Em bé,4901525956406,4901525956406,Có,125000,135000,135000,200000,135000,140000,Chai(12),125000,0,125000,0,125000,0,125000,0,125000,0
Sữa tắm em bé wakado màu xanh ( túi),Sản phẩm thường,Em bé,4901525956505,4901525956505,Có,130000,145000,145000,170000,145000,145000,gói,130000,0,130000,0,130000,0,130000,0,130000,0
Ruốc cá hồi Kakaku đỏ nắp vàng,Sản phẩm thường,Em bé,4901540402049,4901540402049,Có,70000,75000,75000,50000,75000,75000,set,70000,0,70000,0,70000,0,70000,0,70000,0
Ruốc cá hồi trứng cá tuyết Goshoku 140g,Sản phẩm thường,Em bé,4901540407280,4901540407280,Có,108000,115000,110000,160000,115000,118000,hũ(12),108000,24,108000,4,108000,6,108000,0,108000,0
7310--Ruốc cá hồi set đôi Goshoku 120g,Sản phẩm thường,Em bé,4901540407310,4901540407310,Có,83000,90000,88000,130000,90000,92000,Set(12),83000,51,83000,11,83000,7,83000,0,83000,0
4016-Ruốc cá nắp cam Donki 150g,Sản phẩm thường,Em bé,4901540604016,4901540604016,Có,90000,100000,100000,150000,100000,100000,Hũ(12),90000,0,90000,0,90000,0,90000,0,90000,0
5136-Ruốc trộn trứng cá tuyết nắp xanh 140g,Sản phẩm thường,Em bé,4901540605136,4901540605136,Có,107000,115000,112000,160000,115000,117000,Hộp(12),107000,0,107000,0,107000,0,107000,0,107000,0
4282-Vòng tay đuổi muỗi cho bé Kiribai ,Sản phẩm thường,Em bé,4901548704282,4901548704282,Có,115000,125000,125000,180000,125000,130000,Hộp(48),115000,0,115000,0,115000,0,115000,0,115000,0
6680-Bộ đồ chơi gia đình thỏ Sylvanian Families,Sản phẩm thường,Em bé,4901550156680,4901550156680,Có,90000,105000,100000,150000,105000,110000,Cái,90000,0,90000,0,90000,0,90000,0,90000,0
7199-Đồ chơi lắp ráp khủng long Kabaya,Sản phẩm thường,Em bé,4901550157199,4901550157199,Có,50000,65000,60000,80000,65000,70000,Cái,50000,0,50000,0,50000,0,50000,0,50000,0
Cháo cá hồi,Sản phẩm thường,Em bé,4901577021848,4901577021848,Có,25000,35000,35000,40000,35000,35000,Gói (10),25000,0,25000,0,25000,0,25000,0,25000,0
Cháo kewpie P71,Sản phẩm thường,Em bé,4901577023071,4901577023071,Có,32000,34000,33500,45000,34000,35000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ KEWPIE- P73,Sản phẩm thường,Em bé,4901577023095,4901577023095,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ KEWPIE - P74,Sản phẩm thường,Em bé,4901577023101,4901577023101,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ Kewpie P75,Sản phẩm thường,Em bé,4901577023118,4901577023118,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ Kewpie P-92,Sản phẩm thường,Em bé,4901577023132,4901577023132,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ Kewpie P93,Sản phẩm thường,Em bé,4901577023149,4901577023149,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
"Cháo hũ gà, rau củ P-94",Sản phẩm thường,Em bé,4901577023156,4901577023156,Có,27000,30000,30000,45000,30000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
Cháo hũ Kewpie P-95,Sản phẩm thường,Em bé,4901577023163,4901577023163,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ Kewpie P -96,Sản phẩm thường,Em bé,4901577023170,4901577023170,Có,27000,34000,34000,45000,34000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
Cháo hũ KEWPIE  P - 97,Sản phẩm thường,Em bé,4901577023187,4901577023187,Có,27000,34000,34000,45000,34000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
Cháo hũ KEWPIE - P98,Sản phẩm thường,Em bé,4901577023194,4901577023194,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ KEWPIE - P99,Sản phẩm thường,Em bé,4901577023200,4901577023200,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo Kiwpie A-71,Sản phẩm thường,Em bé,4901577023248,4901577023248,Có,27000,30000,30000,40000,30000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
Cháo hũ Kewpie A-72,Sản phẩm thường,Em bé,4901577023255,4901577023255,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ Kewpie A-74,Sản phẩm thường,Em bé,4901577023279,4901577023279,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ KEWPIE -A75,Sản phẩm thường,Em bé,4901577023286,4901577023286,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ KEWPIE - A76,Sản phẩm thường,Em bé,4901577023293,4901577023293,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ KEWPIE -A91,Sản phẩm thường,Em bé,4901577023309,4901577023309,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo hũ KEWPIE- A93,Sản phẩm thường,Em bé,4901577023323,4901577023323,Có,27000,34000,34000,45000,34000,33000,hũ,27000,0,27000,0,27000,0,27000,0,27000,0
Cháo hũ KEWPIE- P96,Sản phẩm thường,Em bé,4901577023538,4901577023538,Có,32000,34000,34000,45000,34000,33000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
