Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Kitkat gói lẻ,Sản phẩm thường,Bánh kẹo,01,01,Có,0,20000,20000,3000,20000,45000,cái,0,6,0,1,0,0,0,0,0,0
Chocolate Covered Fruit Medley 907g,Sản phẩm thường,Bánh kẹo,037041058844,037041058844,Có,410000,430000,430000,250000,430000,435000,hộp,410000,0,410000,0,410000,0,410000,0,410000,0
Brookside Dark Chocolate 907g,Sản phẩm thường,Bánh kẹo,068437389754,068437389754,Có,360000,380000,380000,450000,380000,385000,gói,360000,0,360000,0,360000,0,360000,0,360000,0
Chocola rượu Antho Berg,Sản phẩm thường,Bánh kẹo,074540891336,074540891336,Có,550000,580000,580000,650000,580000,590000,Hộp,550000,0,550000,0,550000,0,550000,0,550000,0
Chocolate Remy Martin Liqueur 516g,Sản phẩm thường,Bánh kẹo,074540893330,074540893330,Có,280000,295000,295000,400000,295000,300000,hộp,280000,0,280000,0,280000,0,280000,0,280000,0
0526-Bánh Quy Custard Cream,Sản phẩm thường,Bánh kẹo,084501210526,084501210526,Có,25000,32000,30000,45000,32000,33000,Hộp (24),25000,0,25000,0,25000,0,25000,0,25000,0
Chocolate Kirkland Milk Almond 1.36kg,Sản phẩm thường,Bánh kẹo,096619376056,096619376056,Có,400000,420000,420000,500000,420000,425000,hộp,400000,0,400000,0,400000,0,400000,0,400000,0
1012-Chocolate Belgian Luxury 46M ,Sản phẩm thường,Bánh kẹo,096619381012,096619381012,Có,420000,460000,460000,120000,460000,490000,Hộp(12),420000,0,420000,0,420000,0,420000,0,420000,0
Hạt dẻ cười Kirkland 1.36kg,Sản phẩm thường,Bánh kẹo,096619545346,096619545346,Có,500000,520000,520000,600000,520000,525000,gói,500000,0,500000,0,500000,0,500000,0,500000,0
Kẹo Que Fuji lẻ,Sản phẩm thường,Bánh kẹo,10191,10191,Có,3000,4000,4000,5000,4000,4200,cây,3000,0,3000,0,3000,0,3000,0,3000,0
Kẹo Fujiya lẻ ,Sản phẩm thường,Bánh kẹo,11111,11111,Có,0,2000,2000,5000,2000,2200,Cái,0,5,0,28,0,284,0,0,0,0
Kitkat Trà Xanh Sale,Sản phẩm thường,Bánh kẹo,2011,2011,Có,30000,35000,35000,45000,35000,45000,gói(12),30000,0,30000,0,30000,0,30000,0,30000,0
0679-Kẹo túi lẻ  Hellokitty,Sản phẩm thường,Bánh kẹo,300679,300679,Có,28000,30000,30000,20000,30000,30000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
0661-Bánh mì hoa cúc mini,Sản phẩm thường,Bánh kẹo,3228857000661,3228857000661,Có,75000,82000,80000,110000,82000,85000,Gói(45),75000,33,75000,36,75000,59,75000,0,75000,0
0654-Bánh mì hoa cúc Pháp 500g,Sản phẩm thường,Bánh kẹo,3228857001231,3228857001231,Có,100000,107000,105000,140000,107000,110000,Gói(25),100000,21,100000,44,100000,48,100000,0,100000,0
2336-Kẹo Cherry mát lạnh ,Sản phẩm thường,Bánh kẹo,402435012336,402435012336,Có,37000,,,60000,,,Gói(6),37000,0,37000,0,37000,0,37000,0,37000,0
5445-Kẹo Singum Stride Mint xanh dương,Sản phẩm thường,Bánh kẹo,45075445,45075445,Có,26000,31000,31000,45000,31000,35000,Hộp(16*12),26000,0,26000,0,26000,0,26000,0,26000,0
5469-Thanh kẹo gum Clorets vị bạc hà xanh lá,Sản phẩm thường,Bánh kẹo,45075469,45075469,Có,23000,26000,25000,35000,26000,27000,thanh(20x15),23000,314,23000,43,23000,39,23000,0,23000,0
5476-Thanh kẹo gum Clorets vị bạc hà ,Sản phẩm thường,Bánh kẹo,45075476,45075476,Có,23000,26000,25000,20000,26000,27000,thanh(20x15),23000,242,23000,40,23000,14,23000,0,23000,0
6543-Thanh kẹo gum Lotte vị việt quất,Sản phẩm thường,Bánh kẹo,45126543,45126543,Có,20000,23000,22000,20000,23000,24000,thanh(20x15),20000,215,20000,38,20000,40,20000,0,20000,0
6550-Thanh kẹo gum Lotte vị mơ,Sản phẩm thường,Bánh kẹo,45126550,45126550,Có,20000,23000,22000,20000,23000,24000,thanh(20x15),20000,307,20000,44,20000,37,20000,0,20000,0
1097-Thanh kẹo gum Clorets vị chanh bạc hà,Sản phẩm thường,Bánh kẹo,45131097,45131097,Có,23000,23000,25000,20000,23000,24000,thanh(20x15),23000,260,23000,47,23000,41,23000,0,23000,0
2872-Bánh gạo vị lưỡi bò Gyu Tan 6g,Sản phẩm thường,Bánh kẹo,45132872,45132872,Có,2200,3000,2800,2000,3000,3200,Cây(600),2200,0,2200,0,2200,0,2200,0,2200,0
Kẹo E_Ma nho,Sản phẩm thường,Bánh kẹo,4514062222813,4514062222813,Có,45000,50000,50000,60000,50000,52000,Hộp ( 6x12),45000,0,45000,0,45000,0,45000,0,45000,0
Kẹo E_MA trái cây MIX,Sản phẩm thường,Bánh kẹo,4514062257334,4514062257334,Có,45000,50000,50000,65000,50000,52000,Hộp ( 6x12),45000,0,45000,0,45000,0,45000,0,45000,0
1447-Singum thanh Doremon,Sản phẩm thường,Bánh kẹo,45141447,45141447,Có,12000,14000,14000,25000,14000,16000,Thanh(20*20),12000,0,12000,0,12000,0,12000,0,12000,0
Kẹo viên Decotte vị đào,Sản phẩm thường,Bánh kẹo,45148538,45148538,Có,28000,33000,33000,50000,33000,37000,hộp (10*8),28000,0,28000,0,28000,0,28000,0,28000,0
8569-Singum thanh Lotte bạc hà 9t,Sản phẩm thường,Bánh kẹo,45148569,45148569,Có,20000,23000,23000,40000,23000,27000,Thanh(20*15),20000,0,20000,0,20000,0,20000,0,20000,0
8576-Thanh kẹo gum Lotte vị chanh,Sản phẩm thường,Bánh kẹo,45148576,45148576,Có,20000,23000,22000,20000,23000,24000,thanh(20x15),20000,325,20000,41,20000,49,20000,0,20000,0
"3578-Kẹo dẻo chùm nho, soda Meiji",Sản phẩm thường,Bánh kẹo,45173578,45173578,Có,15000,18000,17000,5000,18000,18500,gói(12x18),15000,88,15000,15,15000,0,15000,0,15000,0
Kẹo mút Glico Popcan ,Sản phẩm thường,Bánh kẹo,45183553,45183553,Có,8000,9300,8700,13000,9300,9500,Cây(30x12),8000,61,8000,147,8000,115,8000,0,8000,0
Kẹo mút soda Glico Popcan,Sản phẩm thường,Bánh kẹo,45183560,45183560,Có,8000,9500,9000,15000,9500,10000,Cây(12*30),8000,360,8000,1,8000,0,8000,0,8000,0
Chocolate Godiva 45 gói ,Sản phẩm thường,Bánh kẹo,4531714070783,4531714070783,Có,450000,500000,500000,350000,500000,520000,Hộp(18),450000,0,450000,0,450000,0,450000,0,450000,0
2223-Thạch rau câu nho tím Yukiguni 18gx6,Sản phẩm thường,Bánh kẹo,4531915012223,4531915012223,Có,26000,31000,30000,45000,31000,32000,Gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
2230-Thạch rau câu đào Yukiguni Aguri 18gx6 gói,Sản phẩm thường,Bánh kẹo,4531915012230,4531915012230,Có,26000,31000,30000,45000,31000,32000,Gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
Thạch rau câu táo Yukiguni Aguri 18gx6 gói,Sản phẩm thường,Bánh kẹo,4531915012247,4531915012247,Có,26000,31000,30000,45000,31000,32000,Gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
2254-Thạch rau câu xoài Yukiguni Aguri 18gx6 gói,Sản phẩm thường,Bánh kẹo,4531915012254,4531915012254,Có,26000,31000,30000,45000,31000,32000,Gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
2322-Thạch rau câu cam Yukiguni Aguri 18gx6 gói,Sản phẩm thường,Bánh kẹo,4531915012322,4531915012322,Có,26000,31000,30000,45000,31000,32000,Gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
2346-Thạch rau câu nho xanh Yukiguni Aguri 18gx6 gói,Sản phẩm thường,Bánh kẹo,4531915012346,4531915012346,Có,26000,31000,30000,45000,31000,32000,Gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
2360-Thạch rau câu Yukiguni Aguri 18gx6 gói,Sản phẩm thường,Bánh kẹo,4531915012360,4531915012360,Có,26000,31000,30000,45000,31000,32000,Gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
0029-Bánh bông lan Tokyo 8M,Sản phẩm thường,Bánh kẹo,4534315000067,4534315000067,Có,290000,305000,305000,350000,305000,310000,Hộp,290000,0,290000,0,290000,0,290000,0,290000,0
3864- Singum Clorets trà xanh 290g,Sản phẩm thường,Bánh kẹo,4547894153864,4547894153864,Có,200000,215000,210000,300000,215000,220000,Hũ ( 36),200000,44,200000,5,200000,14,200000,0,200000,0
3888-Singum Clorets bạc hà 290g,Sản phẩm thường,Bánh kẹo,4547894153888,4547894153888,Có,200000,215000,210000,300000,215000,220000,hũ,200000,1,200000,1,200000,2,200000,0,200000,0
4991-Hũ kẹo gum Clorets vị bạc hà,Sản phẩm thường,Bánh kẹo,4547894154991,4547894154991,Có,140000,155000,150000,200000,155000,160000,hũ(36),140000,4,140000,12,140000,0,140000,0,140000,0
5004-Singum Clorets trà xanh xanh lá ,Sản phẩm thường,Bánh kẹo,4547894155004,4547894155004,Có,155000,165000,160000,200000,165000,170000,Hộp(36),155000,0,155000,8,155000,0,155000,0,155000,0
5325-Hũ kẹo gum Clorets vị chanh bạc hà ,Sản phẩm thường,Bánh kẹo,4547894155325,4547894155325,Có,140000,155000,150000,200000,155000,160000,hũ(36),140000,0,140000,10,140000,5,140000,0,140000,0
Hũ kẹo gum Recldent vị nho 140g,Sản phẩm thường,Bánh kẹo,4547894198353,4547894198353,Có,120000,125000,125000,50000,125000,125000,hộp,120000,0,120000,0,120000,0,120000,0,120000,0
8520- Singum Recldent vị nho 290g,Sản phẩm thường,Bánh kẹo,4547894198520,4547894198520,Có,200000,215000,210000,300000,215000,220000,Hũ,200000,54,200000,1,200000,0,200000,0,200000,0
8226-Set Singum Recaldent vị nho ,Sản phẩm thường,Bánh kẹo,4547894478226,4547894478226,Có,200000,215000,210000,300000,215000,220000,set,200000,0,200000,0,200000,0,200000,0,200000,0
0012-Bánh quy mặn Ritz 128g,Sản phẩm thường,Bánh kẹo,4547894640012,4547894640012,Có,30000,35000,33000,40000,35000,38000,hộp(40),30000,0,30000,0,30000,0,30000,0,30000,0
Bánh Quy Mặn Ritz 247g,Sản phẩm thường,Bánh kẹo,4547894640029,4547894640029,Có,36660,45000,42000,65000,45000,47000,Hộp(10),36660,0,36660,0,36660,0,36660,0,36660,0
Bánh quy Ritz phô mai 18 cái ,Sản phẩm thường,Bánh kẹo,4547894640036,4547894640036,Có,30080,35000,33000,40000,35000,38000,Hộp (10),30080,0,30080,0,30080,0,30080,0,30080,0
0081-Bánh Ritz nhân chocolate,Sản phẩm thường,Bánh kẹo,4547894640081,4547894640081,Có,30000,35000,33000,20000,35000,38000,hộp(40),30000,0,30000,0,30000,0,30000,0,30000,0
0195-Bánh Oreo nhân Chocolate 24M,Sản phẩm thường,Bánh kẹo,4547894660195,4547894660195,Có,57000,65000,60000,100000,65000,67000,Hộp(40),57000,0,57000,0,57000,0,57000,0,57000,0
0249-Bánh Oreo Crispy nhân kem dâu 24 miếng,Sản phẩm thường,Bánh kẹo,4547894660249,4547894660249,Có,57000,65000,60000,100000,65000,67000,Hộp(40),57000,0,57000,0,57000,0,57000,0,57000,0
3322-Hạt dẻ Select 120g,Sản phẩm thường,Bánh kẹo,4549131303322,4549131303322,Có,28000,33000,33000,50000,33000,35000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
3166-Hạt dẻ Daiso Select 80g ,Sản phẩm thường,Bánh kẹo,4549131363166,4549131363166,Có,30000,35000,35000,45000,35000,38000,Gói,30000,0,30000,0,30000,0,30000,0,30000,0
0633- Hạt thập cẩm,Sản phẩm thường,Bánh kẹo,4549741020633,4549741020633,Có,95000,105000,105000,150000,105000,110000,Bịch,95000,0,95000,0,95000,0,95000,0,95000,0
5898-Mận khô Topvalu Organic 100g,Sản phẩm thường,Bánh kẹo,4549741025898,4549741025898,Có,80000,85000,82000,130000,85000,90000,gói(12),80000,0,80000,0,80000,0,80000,0,80000,0
Bánh bông lan mini cuộn,Sản phẩm thường,Bánh kẹo,4549741034869,4549741034869,Có,36000,45000,45000,55000,45000,45000,cái,36000,0,36000,0,36000,0,36000,0,36000,0
Bánh bông lan ngàn lớp mini ,Sản phẩm thường,Bánh kẹo,4549741165990,4549741165990,Có,37000,45000,45000,55000,45000,45000,gói,37000,0,37000,0,37000,0,37000,0,37000,0
Hạt dẻ Topvalu 225g,Sản phẩm thường,Bánh kẹo,4549741182027,4549741182027,Có,80000,87000,85000,120000,87000,90000,bịch (20),80000,18,80000,18,80000,0,80000,0,80000,0
Bánh bông lan hình quạt,Sản phẩm thường,Bánh kẹo,4549741345750,4549741345750,Có,93000,100000,100000,120000,100000,100000,gói,93000,0,93000,0,93000,0,93000,0,93000,0
5767-Bánh bông lan cuộn ngàn lớp Topvalu ,Sản phẩm thường,Bánh kẹo,4549741345767,4549741345767,Có,92000,100000,97000,120000,100000,102000,Cái,92000,0,92000,0,92000,0,92000,0,92000,0
Hạt dẻ Organic 160g Topvalu,Sản phẩm thường,Bánh kẹo,4549741489300,4549741489300,Có,68000,75000,75000,120000,75000,80000,Gói ( 10*8),68000,0,68000,0,68000,0,68000,0,68000,0
Bánh bông lan ngàn lớp nhí,Sản phẩm thường,Bánh kẹo,4549741539661,4549741539661,Có,30000,35000,35000,55000,35000,38000,Cái,30000,0,30000,0,30000,0,30000,0,30000,0
0674-Hạt hạnh nhân Organic Topvalu 90g,Sản phẩm thường,Bánh kẹo,4549741780674,4549741780674,Có,107000,120000,115000,50000,120000,125000,Gói(12),107000,0,107000,0,107000,0,107000,0,107000,0
1478-Hạt dẻ JAS 260g,Sản phẩm thường,Bánh kẹo,4562193641478,4562193641478,Có,67000,77000,73000,110000,77000,80000,gói (20),67000,18,67000,12,67000,0,67000,0,67000,0
2413-Hạt dẻ JAS tách vỏ 250g,Sản phẩm thường,Bánh kẹo,4562193642413,4562193642413,Có,65000,75000,75000,110000,75000,78000,gói(20),65000,0,65000,0,65000,0,65000,0,65000,0
0406-Kẹo ống chít hương trái cây  Yaokin Mizuame Pew,Sản phẩm thường,Bánh kẹo,4562199260406,4562199260406,Có,17000,38000,37000,10000,38000,40000,Cái(20x10),17000,198,17000,62,17000,0,17000,0,17000,0
0714-Bánh quy sữa bò Morinaga,Sản phẩm thường,Bánh kẹo,4571155820714,4571155820714,Có,38000,45000,45000,60000,45000,47000,Hộp(40),38000,0,38000,0,38000,0,38000,0,38000,0
4333-Thạch rau câu Orihiro Đào 6M,Sản phẩm thường,Bánh kẹo,4571157254333,4571157254333,Có,23000,26000,25000,35000,26000,27000,Gói(24),23000,0,23000,1,23000,0,23000,0,23000,0
4340-Thạch rau câu Orihiro nho tím 6M,Sản phẩm thường,Bánh kẹo,4571157254340,4571157254340,Có,25000,26000,25000,35000,26000,27000,Gói( 24),25000,4,25000,1,25000,0,25000,0,25000,0
Thạch rau câu Orihiro nho xanh ,Sản phẩm thường,Bánh kẹo,4571157254579,4571157254579,Có,25000,26000,25000,35000,26000,27000,Gói (24),25000,0,25000,0,25000,0,25000,0,25000,0
4586-Thạch rau câu Orihiro Chanh 6m,Sản phẩm thường,Bánh kẹo,4571157254586,4571157254586,Có,25000,26000,25000,35000,26000,27000,Gói(24),25000,0,25000,0,25000,1,25000,0,25000,0
Thạch rau câu Orihiro Cam 6m,Sản phẩm thường,Bánh kẹo,4571157254821,4571157254821,Có,26000,26000,25000,35000,26000,27000,gói (24),26000,2,26000,0,26000,0,26000,0,26000,0
5408-Thạch rau câu Orihiro táo nho 12M,Sản phẩm thường,Bánh kẹo,4571157255408,4571157255408,Có,43000,47000,46000,60000,47000,48000,Gói(12),43000,27,43000,15,43000,22,43000,0,43000,0
"Thạch rau  câu Orihiro đào, xoài",Sản phẩm thường,Bánh kẹo,4571157255415,4571157255415,Có,42000,50000,50000,65000,50000,32000,Gói ( 12),42000,0,42000,0,42000,0,42000,0,42000,0
5422-Thạch rau câu Orihiro nho xanh cam 12M,Sản phẩm thường,Bánh kẹo,4571157255422,4571157255422,Có,43000,47000,46000,60000,47000,48000,Gói (12),43000,14,43000,13,43000,21,43000,0,43000,0
5644-Thạch rau câu Orihiro Lê,Sản phẩm thường,Bánh kẹo,4571157255644,4571157255644,Có,26000,31000,30000,45000,31000,32000,Gói(24),26000,0,26000,0,26000,0,26000,0,26000,0
5668-Thạch Orihiro cam dứa,Sản phẩm thường,Bánh kẹo,4571157255668,4571157255668,Có,45000,52000,50000,65000,52000,55000,Gói(12),45000,0,45000,0,45000,0,45000,0,45000,0
Rau câu Orihiro dưa lưới ,Sản phẩm thường,Bánh kẹo,4571157255699,4571157255699,Có,25000,30000,30000,40000,30000,32000,Gói (24),25000,0,25000,0,25000,0,25000,0,25000,0
5743-Thạch rau câu Orihiro Kiwi 6m,Sản phẩm thường,Bánh kẹo,4571157255743,4571157255743,Có,26000,26000,25000,35000,26000,27000,Gói(24),26000,5,26000,1,26000,0,26000,0,26000,0
5880-Thạch rau câu Orihiro vị chuối 6m,Sản phẩm thường,Bánh kẹo,4571157255880,4571157255880,Có,25000,26000,25000,35000,26000,27000,Gói(24),25000,1,25000,1,25000,0,25000,0,25000,0
5897-Thạch rau câu Orihiro vị Cherry 6m,Sản phẩm thường,Bánh kẹo,4571157255897,4571157255897,Có,25000,26000,25000,35000,26000,27000,Gói(24),25000,25,25000,2,25000,0,25000,0,25000,0
5903-Thạch rau câu Orihiro đào vải 12M,Sản phẩm thường,Bánh kẹo,4571157255903,4571157255903,Có,43000,47000,46000,60000,47000,48000,Gói(12),43000,8,43000,13,43000,23,43000,0,43000,0
5958-Thạch Orihiro Lê,Sản phẩm thường,Bánh kẹo,4571157255958,4571157255958,Có,26000,30000,28000,45000,30000,33000,Gói(24),26000,8,26000,0,26000,12,26000,0,26000,0
5989-Thạch Orihiro sữa chua táo ,Sản phẩm thường,Bánh kẹo,4571157255989,4571157255989,Có,26000,30000,28000,45000,30000,33000,Gói(24),26000,0,26000,0,26000,0,26000,0,26000,0
"5996-Thạch rau câu Orihiro dâu, cam 12M",Sản phẩm thường,Bánh kẹo,4571157255996,4571157255996,Có,49000,52000,50000,65000,52000,55000,gói(12),49000,0,49000,0,49000,0,49000,0,49000,0
8157-Thạch rau câu Orihiro táo xoài nho 24M,Sản phẩm thường,Bánh kẹo,4571157258157,4571157258157,Có,90000,105000,100000,135000,105000,108000,gói(12),90000,11,90000,1,90000,0,90000,0,90000,0
8201-Thạch rau câu Orihiro Mơ 6m,Sản phẩm thường,Bánh kẹo,4571157258201,4571157258201,Có,27000,26000,25000,35000,26000,27000,Gói(24),27000,0,27000,0,27000,1,27000,0,27000,0
8249- Thạch rau câu Orihiro nho đào 12M,Sản phẩm thường,Bánh kẹo,4571157258249 ,4571157258249 ,Có,43000,47000,46000,60000,47000,48000,gói (12),43000,18,43000,8,43000,22,43000,0,43000,0
8355-Thạch rau câu Orihiro Táo 6M,Sản phẩm thường,Bánh kẹo,4571157258355,4571157258355,Có,26000,26000,25000,35000,26000,27000,Gói(24),26000,0,26000,0,26000,0,26000,0,26000,0
8379-Thạch rau câu Orihiro nho tím 12M,Sản phẩm thường,Bánh kẹo,4571157258379,4571157258379,Có,43000,47000,46000,60000,47000,48000,Gói (12),43000,24,43000,23,43000,22,43000,0,43000,0
8386-Thạch rau câu Orihiro đào 12M,Sản phẩm thường,Bánh kẹo,4571157258386,4571157258386,Có,42000,47000,46000,60000,47000,48000,Gói(12),42000,0,42000,2,42000,0,42000,0,42000,0
4910-Hạt dẻ ON 365 200g,Sản phẩm thường,Bánh kẹo,4571239214910,4571239214910,Có,78000,85000,82000,110000,85000,87000,Gói(20),78000,0,78000,0,78000,0,78000,0,78000,0
5940-Bánh Cá Taiyaki Vị Đậu Đỏ,Sản phẩm thường,Bánh kẹo,4571397155940,4571397155940,Có,76000,85000,83000,110000,85000,88000,Gói(20),76000,0,76000,0,76000,0,76000,0,76000,0
5957-Bánh Cá Taiyaki Vị Kem Sữa,Sản phẩm thường,Bánh kẹo,4571397155957,4571397155957,Có,76000,85000,83000,110000,85000,88000,Gói(20),76000,0,76000,0,76000,0,76000,0,76000,0
5964-Bánh Cá Taiyaki Vị Trà Xanh,Sản phẩm thường,Bánh kẹo,4571397155964,4571397155964,Có,76000,85000,83000,110000,85000,88000,Gói(20),76000,0,76000,0,76000,0,76000,0,76000,0
9077-Bánh Sakura Seika Matcha TBD ,Sản phẩm thường,Bánh kẹo,4573347089077,4573347089077,Có,83000,90000,88000,120000,90000,92000,cái(12),83000,0,83000,0,83000,0,83000,0,83000,0
9084-Bánh Sakura Seika Cheese TBD,Sản phẩm thường,Bánh kẹo,4573347089084,4573347089084,Có,83000,90000,88000,120000,90000,92000,cái(12),83000,0,83000,0,83000,0,83000,0,83000,0
0131-Kẹo Sigum + Gift Card,Sản phẩm thường,Bánh kẹo,4580036210131,4580036210131,Có,60000,67000,65000,100000,67000,70000,Cái,60000,0,60000,0,60000,0,60000,0,60000,0
0869-Hạt dẻ ngọt 80g,Sản phẩm thường,Bánh kẹo,4580444600869,4580444600869,Có,35000,40000,40000,55000,40000,42000,Gói,35000,0,35000,0,35000,0,35000,0,35000,0
Strawberry White Chocolate,Sản phẩm thường,Bánh kẹo,4580444601798,4580444601798,Có,52000,57000,57000,80000,57000,60000,gói,52000,0,52000,0,52000,0,52000,0,52000,0
Chocola Almon Premio,Sản phẩm thường,Bánh kẹo,4901005100275,4901005100275,Có,60000,65000,65000,80000,65000,65000,hộp,60000,0,60000,0,60000,0,60000,0,60000,0
Bánh Pretz que cà chua,Sản phẩm thường,Bánh kẹo,4901005102675,4901005102675,Có,55000,60000,60000,85000,60000,65000,gói (6x8),55000,0,55000,0,55000,0,55000,0,55000,0
2996-Bánh que kem ốc quế Glico 10 cây,Sản phẩm thường,Bánh kẹo,4901005102996,4901005102996,Có,62000,68000,67000,90000,68000,70000,Gói(12),62000,22,62000,3,62000,6,62000,0,62000,0
Bánh cuộn trà xanh,Sản phẩm thường,Bánh kẹo,4901005104051,4901005104051,Có,38000,45000,45000,30000,45000,45000,Hộp,38000,0,38000,0,38000,0,38000,0,38000,0
5249-Chocolate Disney Glico ,Sản phẩm thường,Bánh kẹo,4901005105249,4901005105249,Có,15000,19000,18000,10000,19000,20000,Cái(144),15000,141,15000,2,15000,0,15000,0,15000,0
3020-Bánh que kem glico hộp 9 cái,Sản phẩm thường,Bánh kẹo,4901005130203,4901005130203,Có,70000,80000,80000,100000,80000,85000,Hộp ( 5x6),70000,0,70000,0,70000,0,70000,0,70000,0
4312-Bánh quy trái cây xoài táo,Sản phẩm thường,Bánh kẹo,4901005184312,4901005184312,Có,62000,70000,70000,100000,70000,75000,Gói (5*8),62000,0,62000,0,62000,0,62000,0,62000,0
4961-Bánh quy phô mai Cheeza,Sản phẩm thường,Bánh kẹo,4901005184961,4901005184961,Có,35000,40000,40000,55000,40000,45000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
Bánh Chocola Caplicocot dâu,Sản phẩm thường,Bánh kẹo,4901005500044,4901005500044,Có,23000,28000,28000,35000,28000,28000,gói,23000,0,23000,0,23000,0,23000,0,23000,0
Bánh chocola Caplicocot,Sản phẩm thường,Bánh kẹo,4901005500051,4901005500051,Có,23000,28000,28000,20000,28000,28000,gói,23000,0,23000,0,23000,0,23000,0,23000,0
Chocola Glico hạt hạnh nhân màu xanh,Sản phẩm thường,Bánh kẹo,4901005500426,4901005500426,Có,15000,65000,65000,25000,65000,67000,gói,15000,0,15000,0,15000,0,15000,0,15000,0
0029-Bánh Pocky Glico chocolate,Sản phẩm thường,Bánh kẹo,4901005510029,4901005510029,Có,31000,40000,36000,50000,40000,42000,hộp(120),31000,0,31000,0,31000,0,31000,0,31000,0
1163-Bánh Pocky Glico hương dâu ,Sản phẩm thường,Bánh kẹo,4901005511163,4901005511163,Có,31000,40000,36000,50000,40000,42000,hộp(120),31000,0,31000,0,31000,0,31000,0,31000,0
1170-Bánh Pocky Glico hạnh nhân,Sản phẩm thường,Bánh kẹo,4901005511170,4901005511170,Có,31000,40000,36000,50000,40000,42000,hộp(120),31000,0,31000,0,31000,0,31000,0,31000,0
7233-Bánh dưa lưới Glico ,Sản phẩm thường,Bánh kẹo,4901005517233,4901005517233,Có,190000,215000,210000,280000,215000,220000,hộp(16),190000,0,190000,0,190000,0,190000,0,190000,0
2506-Kem que mix trái cây xanh,Sản phẩm thường,Bánh kẹo,4901018082506,4901018082506,Có,30000,42000,40000,55000,42000,45000,Gói(16),30000,0,30000,0,30000,0,30000,0,30000,0
2513-Kem que Mix trái cây vàng,Sản phẩm thường,Bánh kẹo,4901018082513,4901018082513,Có,30000,42000,40000,55000,42000,45000,Gói(16),30000,0,30000,0,30000,0,30000,0,30000,0
0235-Bánh gạo Amanoya gạo lức,Sản phẩm thường,Bánh kẹo,4901035510235,4901035510235,Có,50000,55000,55000,90000,55000,60000,gói (12),50000,0,50000,0,50000,0,50000,0,50000,0
0914-Bánh gạo Amanoya 9M,Sản phẩm thường,Bánh kẹo,4901035510914,4901035510914,Có,50000,57000,55000,80000,57000,60000,Gói(12),50000,0,50000,0,50000,5,50000,0,50000,0
1218-Bánh gạo tôm Honshu 12M,Sản phẩm thường,Bánh kẹo,4901035511218,4901035511218,Có,42000,50000,48000,70000,50000,52000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
Bánh gạo lúa mạch 10 cái ,Sản phẩm thường,Bánh kẹo,4901035511911,4901035511911,Có,42000,50000,47000,70000,50000,53000,Gói (12),42000,0,42000,0,42000,0,42000,0,42000,0
2913-Bánh Gạo Amanoya vị tôm,Sản phẩm thường,Bánh kẹo,4901035702913,4901035702913,Có,50000,55000,55000,90000,55000,60000,Gói(12),50000,0,50000,0,50000,0,50000,0,50000,0
Bánh gạo 34 miếng,Sản phẩm thường,Bánh kẹo,4901037117210,4901037117210,Có,45000,50000,50000,40000,50000,50000,gói,45000,0,45000,0,45000,0,45000,0,45000,0
1668-Bánh gạo Seika vị phô mai,Sản phẩm thường,Bánh kẹo,4901037121668,4901037121668,Có,42000,47000,47000,75000,47000,52000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
Bánh gạo mè 10 gói Iwatsukaseika,Sản phẩm thường,Bánh kẹo,4901037122610,4901037122610,Có,44000,49000,49000,35000,49000,53000,Gói (12),44000,0,44000,0,44000,0,44000,0,44000,0
1919-Bánh gạo Kinako Mochi 21 gói,Sản phẩm thường,Bánh kẹo,4901037131919,4901037131919,Có,48000,50000,50000,80000,50000,52000,Gói(12),48000,0,48000,0,48000,0,48000,0,48000,0
2175-Bánh gạo hạt Maca Iwatsuka,Sản phẩm thường,Bánh kẹo,4901037212175,4901037212175,Có,50000,58000,55000,80000,58000,60000,Gói(12),50000,0,50000,0,50000,0,50000,0,50000,0
0304-Bánh hộp Cookies Original Assort,Sản phẩm thường,Bánh kẹo,4901050110304,4901050110304,Có,105000,110000,110000,170000,110000,115000,Hộp( 10),105000,0,105000,0,105000,0,105000,0,105000,0
