Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
8069-Kitkat cacao 14 miếng,Sản phẩm thường,Bánh kẹo,4902201168069,4902201168069,Có,58000,62000,62000,80000,62000,65000,gói (12),58000,0,58000,0,58000,0,58000,0,58000,0
Kitkat trà xanh ( xanh đậm),Sản phẩm thường,Bánh kẹo,4902201168687,4902201168687,Có,55000,62000,62000,80000,62000,65000,Thùng (12),55000,0,55000,0,55000,0,55000,0,55000,0
Kitkat bơ,Sản phẩm thường,Bánh kẹo,4902201169684,4902201169684,Có,60000,65000,65000,80000,65000,65000,gói,60000,0,60000,0,60000,0,60000,0,60000,0
Kitkat sữa,Sản phẩm thường,Bánh kẹo,4902201170130,4902201170130,Có,58000,62000,62000,80000,62000,65000,gói(12),58000,0,58000,0,58000,0,58000,0,58000,0
Kitkat rượu,Sản phẩm thường,Bánh kẹo,4902201170246,4902201170246,Có,70000,75000,75000,100000,75000,80000,gói(12),70000,0,70000,0,70000,0,70000,0,70000,0
1212-Kitkat chuối,Sản phẩm thường,Bánh kẹo,4902201171212,4902201171212,Có,62000,67000,67000,90000,67000,70000,Gói(12),62000,0,62000,0,62000,0,62000,0,62000,0
1229-Kitkat lễ phục sinh 14M,Sản phẩm thường,Bánh kẹo,4902201171229,4902201171229,Có,62000,67000,65000,80000,67000,69000,Gói(12),62000,0,62000,0,62000,0,62000,0,62000,0
2721-Kitkat hạt dẻ,Sản phẩm thường,Bánh kẹo,4902201172721,4902201172721,Có,58000,62000,62000,90000,62000,65000,Gói(12),58000,0,58000,0,58000,0,58000,0,58000,0
2752-Kitkat chocolate Halloween 14 gói,Sản phẩm thường,Bánh kẹo,4902201172752,4902201172752,Có,58000,62000,60000,60000,62000,65000,gói(12),58000,0,58000,0,58000,0,58000,0,58000,0
2769-Kitkat vị bánh Flan Halloween 13 gói,Sản phẩm thường,Bánh kẹo,4902201172769,4902201172769,Có,58000,62000,62000,40000,62000,65000,Gói(12),58000,0,58000,0,58000,0,58000,0,58000,0
2776-Kitkat Tiramisu dâu,Sản phẩm thường,Bánh kẹo,4902201172776,4902201172776,Có,62000,67000,65000,60000,67000,70000,Gói(12),62000,0,62000,0,62000,0,62000,0,62000,0
2790-Kitkat trà thảo dược 12 miếng ,Sản phẩm thường,Bánh kẹo,4902201172790,4902201172790,Có,62000,67000,65000,50000,67000,69000,Gói(12),62000,0,62000,0,62000,0,62000,0,62000,0
2875-Kitkat Ume Sake hộp 9 thanh (xanh),Sản phẩm thường,Bánh kẹo,4902201172875,4902201172875,Có,170000,190000,190000,200000,190000,195000,Hộp (24),170000,0,170000,0,170000,0,170000,0,170000,0
2950-Kitkat việt quất hạnh nhân ,Sản phẩm thường,Bánh kẹo,4902201172950,4902201172950,Có,90000,95000,95000,125000,95000,97000,Gói(12),90000,0,90000,0,90000,0,90000,0,90000,0
2967-Kitkat Aniversary 17M,Sản phẩm thường,Bánh kẹo,4902201172967,4902201172967,Có,62000,67000,65000,60000,67000,69000,Gói(12),62000,0,62000,0,62000,0,62000,0,62000,0
2981-Kitkat trà xanh ,Sản phẩm thường,Bánh kẹo,4902201172981,4902201172981,Có,58000,63000,60000,90000,63000,65000,Gói(12),58000,0,58000,0,58000,0,58000,0,58000,0
3619-Kitkat hoa anh đào 14 gói,Sản phẩm thường,Bánh kẹo,4902201173629,4902201173629,Có,65000,75000,70000,100000,75000,80000,Gói(12),65000,2,65000,0,65000,4,65000,0,65000,0
3636-Kitkat cam 12Miếng,Sản phẩm thường,Bánh kẹo,4902201173636,4902201173636,Có,65000,75000,70000,100000,75000,80000,Gói(12),65000,0,65000,0,65000,0,65000,0,65000,0
3919-Kitkat kem hạnh nhân ,Sản phẩm thường,Bánh kẹo,4902201173919,4902201173919,Có,85000,90000,90000,120000,90000,95000,Gói(12),85000,0,85000,0,85000,0,85000,0,85000,0
4107-Kitkat mâm xôi,Sản phẩm thường,Bánh kẹo,4902201174107,4902201174107,Có,62000,67000,67000,90000,67000,69000,Gói(12),62000,0,62000,0,62000,0,62000,0,62000,0
4183-Kitkat chanh muối,Sản phẩm thường,Bánh kẹo,4902201174183,4902201174183,Có,65000,72000,70000,90000,72000,75000,gói(12),65000,0,65000,0,65000,0,65000,0,65000,0
4435-Kitkat bánh táo 12 thanh,Sản phẩm thường,Bánh kẹo,4902201174435,4902201174435,Có,69000,75000,72000,90000,75000,78000,Gói(12),69000,0,69000,0,69000,0,69000,0,69000,0
4503-Kitkat vị dâu tuyết 11 gói,Sản phẩm thường,Bánh kẹo,4902201174503,4902201174503,Có,65000,75000,70000,100000,75000,80000,Gói(12),65000,0,65000,0,65000,0,65000,0,65000,0
Kitkat phô mai nướng 12 miếng,Sản phẩm thường,Bánh kẹo,4902201174534,4902201174534,Có,65000,75000,70000,100000,75000,80000,gói (12),65000,0,65000,0,65000,0,65000,0,65000,0
2899-Kitkat dâu 12 miếng,Sản phẩm thường,Bánh kẹo,4902201174589,4902201174589,Có,50000,60000,55000,70000,60000,65000,Gói(12),50000,9,50000,0,50000,3,50000,0,50000,0
4602-Kitkat khoai lang 11 thanh,Sản phẩm thường,Bánh kẹo,4902201174602,4902201174602,Có,69000,75000,72000,40000,75000,78000,Gói(12),69000,0,69000,0,69000,0,69000,0,69000,0
4626-Kitkat mini 14 gói,Sản phẩm thường,Bánh kẹo,4902201174626,4902201174626,Có,65000,75000,70000,100000,75000,85000,Gói(12),65000,0,65000,0,65000,1,65000,0,65000,0
4633-Kitkat chocolate đen 13 thanh,Sản phẩm thường,Bánh kẹo,4902201174633,4902201174633,Có,50000,60000,55000,70000,60000,65000,Gói(12),50000,13,50000,0,50000,3,50000,0,50000,0
4640-Kitkat trà xanh hạc 13 miếng,Sản phẩm thường,Bánh kẹo,4902201174640,4902201174640,Có,65000,75000,70000,100000,75000,80000,Gói(12),65000,0,65000,0,65000,0,65000,0,65000,0
5074-Kitkat ZUYU trà xanh 11 miếng,Sản phẩm thường,Bánh kẹo,4902201175074,4902201175074,Có,50000,60000,55000,70000,60000,65000,Gói (12),50000,0,50000,0,50000,1,50000,0,50000,0
5180-Kitkat vị kem quế 12 gói,Sản phẩm thường,Bánh kẹo,4902201175180,4902201175180,Có,65000,75000,70000,100000,75000,80000,Gói(12),65000,0,65000,0,65000,0,65000,0,65000,0
5289-Kitkat rượu sake hoa anh dào 12 thanh,Sản phẩm thường,Bánh kẹo,4902201175289,4902201175289,Có,65000,75000,70000,100000,75000,80000,Gói(12),65000,1,65000,0,65000,0,65000,0,65000,0
5302-Kitkat muối Ocean Salt 12 thanh,Sản phẩm thường,Bánh kẹo,4902201175302,4902201175302,Có,65000,75000,70000,100000,75000,80000,Gói(12),65000,2,65000,1,65000,0,65000,0,65000,0
5388-Kitkay chuối trứng phục sinh 12 thanh,Sản phẩm thường,Bánh kẹo,4902201175388,4902201175388,Có,58000,70000,65000,90000,70000,75000,Gói(12),58000,25,58000,0,58000,5,58000,0,58000,0
3977-Snack bắp nón vị muối,Sản phẩm thường,Bánh kẹo,4902402873977,4902402873977,Có,37000,45000,42000,60000,45000,47000,Hộp(20),37000,0,37000,0,37000,0,37000,0,37000,0
3984-Snack bắp nón xanh lá,Sản phẩm thường,Bánh kẹo,4902402873984,4902402873984,Có,37000,45000,42000,60000,45000,47000,Hộp,37000,0,37000,0,37000,0,37000,0,37000,0
6472-Snack bắp nón vị caramel House Tongari,Sản phẩm thường,Bánh kẹo,4902402886472,4902402886472,Có,37000,45000,42000,60000,45000,47000,Hộp(20),37000,0,37000,0,37000,0,37000,0,37000,0
6786-Bánh gạo rong biển House Foods 65g,Sản phẩm thường,Bánh kẹo,4902402886786,4902402886786,Có,20000,25000,23000,35000,25000,27000,Gói(12),20000,0,20000,0,20000,0,20000,0,20000,0
0479-snack bắp nón vị phô mai,Sản phẩm thường,Bánh kẹo,4902402890479,4902402890479,Có,37000,45000,42000,60000,45000,47000,Hộp,37000,0,37000,1,37000,0,37000,0,37000,0
0012-Kẹo dứa Pineapple candy 120g,Sản phẩm thường,Bánh kẹo,4902435000012,4902435000012,Có,35000,38000,38000,50000,38000,42000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
9428-Kẹo Sport Candy,Sản phẩm thường,Bánh kẹo,4902435009428,4902435009428,Có,40000,45000,45000,60000,45000,47000,gói,40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo ngậm vị dâu Pine,Sản phẩm thường,Bánh kẹo,4902435012237,4902435012237,Có,35000,40000,40000,10000,40000,42000,Gói ( 6x8),35000,0,35000,0,35000,0,35000,0,35000,0
Kẹo cứng Pine vị cherry (29 viên),Sản phẩm thường,Bánh kẹo,4902435012336,4902435012336,Có,37000,42000,41000,60000,42000,43000,Gói,37000,0,37000,0,37000,0,37000,0,37000,0
5184-Kẹo dưa lưới Pine ,Sản phẩm thường,Bánh kẹo,4902435015184,4902435015184,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
1007-Bánh gạo tôm 18 miếng,Sản phẩm thường,Bánh kẹo,4902445881007,4902445881007,Có,42000,50000,47000,70000,50000,53000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
Bánh gạo nhum biển,Sản phẩm thường,Bánh kẹo,4902450460211,4902450460211,Có,42000,50000,47000,70000,50000,52000,gói (12),42000,0,42000,0,42000,0,42000,0,42000,0
Bánh gạo cầu gai,Sản phẩm thường,Bánh kẹo,4902456311104,4902456311104,Có,45000,50000,50000,65000,50000,50000,set,45000,0,45000,0,45000,0,45000,0,45000,0
4006-Bánh Gạo Seika vị bắp ,Sản phẩm thường,Bánh kẹo,4902456314006,4902456314006,Có,40000,57000,55000,60000,57000,60000,Gói(12),40000,0,40000,0,40000,7,40000,0,40000,0
Thạch rau câu mix trái cây,Sản phẩm thường,Bánh kẹo,4902501254318,4902501254318,Có,25000,30000,30000,40000,30000,30000,bịch,25000,0,25000,0,25000,0,25000,0,25000,0
Bánh Furuta chocola,Sản phẩm thường,Bánh kẹo,4902501622605,4902501622605,Có,40000,40000,40000,40000,40000,40000,Hộp,40000,0,40000,0,40000,0,40000,0,40000,0
Bánh quy Furuta vị Chocolate 10 miếng ,Sản phẩm thường,Bánh kẹo,4902501623596,4902501623596,Có,23000,28000,28000,45000,28000,30000,hộp (20),23000,0,23000,0,23000,0,23000,0,23000,0
Bánh quy Furuta vị sữa 12 miếng,Sản phẩm thường,Bánh kẹo,4902501623619,4902501623619,Có,23000,28000,27000,45000,28000,29000,hộp (20),23000,0,23000,0,23000,0,23000,0,23000,0
4081-Kẹo ngậm chống sâu răng vị dâu 60 viên Pigeon ,Sản phẩm thường,Bánh kẹo,4902508034081,4902508034081,Có,80000,85000,85000,120000,85000,92000,Gói(6x5),80000,22,80000,18,80000,6,80000,0,80000,0
4104-Kẹo ngậm chống sâu răng bạc hà,Sản phẩm thường,Bánh kẹo,4902508034104,4902508034104,Có,80000,85000,85000,120000,85000,92000,Gói(6x5),80000,40,80000,27,80000,25,80000,0,80000,0
4609-Kẹo ngậm chống sâu răng vị đào 60 viên Pigeon,Sản phẩm thường,Bánh kẹo,4902508034609,4902508034609,Có,78000,85000,85000,120000,85000,92000,Gói(6x5),78000,39,78000,24,78000,6,78000,0,78000,0
Kẹo ngậm chống sâu răng bạc hà,Sản phẩm thường,Bánh kẹo,4902508034678,4902508034678,Có,95000,105000,105000,130000,105000,105000,gói,95000,0,95000,0,95000,0,95000,0,95000,0
4708-Kẹo ngậm chống sâu răng vị nho Pigeon 60 viên,Sản phẩm thường,Bánh kẹo,4902508034708,4902508034708,Có,80000,85000,85000,120000,85000,92000,Gói(6x5),80000,27,80000,24,80000,30,80000,0,80000,0
9482-Kẹo ngậm chống sâu răng vị táo 60 viên Pigeon,Sản phẩm thường,Bánh kẹo,4902508039482,4902508039482,Có,80000,85000,85000,120000,85000,92000,Gói(6x5),80000,35,80000,23,80000,6,80000,0,80000,0
9499-Kẹo ngậm chống sâu răng vị nho xanh 60 viên Pigeon,Sản phẩm thường,Bánh kẹo,4902508039499,4902508039499,Có,80000,85000,85000,120000,85000,92000,Gói(6x5),80000,0,80000,24,80000,25,80000,0,80000,0
Kẹo trái cây bổ sung vitamin cho bà bầu,Sản phẩm thường,Bánh kẹo,4902508204422,4902508204422,Có,50000,70000,70000,150000,70000,70000,gói,50000,0,50000,0,50000,0,50000,0,50000,0
0660- Kẹo sữa FUJJIYA ,Sản phẩm thường,Bánh kẹo,4902555110660,4902555110660,Có,38000,43000,41000,60000,43000,45000,Gói (6x8),38000,0,38000,0,38000,0,38000,0,38000,0
Kẹo Milky,Sản phẩm thường,Bánh kẹo,4902555111025,4902555111025,Có,50000,55000,55000,60000,55000,55000,gói,50000,0,50000,0,50000,0,50000,0,50000,0
Kẹo milky Hồng,Sản phẩm thường,Bánh kẹo,4902555113975,4902555113975,Có,40000,55000,55000,60000,55000,48000,gói,40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo Fujjima,Sản phẩm thường,Bánh kẹo,4902555121208,4902555121208,Có,45000,50000,50000,65000,50000,50000,gói,45000,0,45000,0,45000,0,45000,0,45000,0
2120-Kẹo Baskin Robbins 4 vị,Sản phẩm thường,Bánh kẹo,4902555122120,4902555122120,Có,38000,45000,45000,70000,45000,50000,gói (48),38000,0,38000,0,38000,0,38000,0,38000,0
Kẹo que trái cây,Sản phẩm thường,Bánh kẹo,4902555125169,4902555125169,Có,35000,50000,50000,50000,50000,50000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
Kẹo cây Pop Candy ,Sản phẩm thường,Bánh kẹo,4902555125589,4902555125589,Có,38000,42000,41000,20000,42000,43000,Gói(48),38000,45,38000,49,38000,41,38000,0,38000,0
5633-Kẹo que trái cây Fujiya ,Sản phẩm thường,Bánh kẹo,4902555125633,4902555125633,Có,170000,180000,175000,250000,180000,185000,Hũ ( 6),170000,0,170000,2,170000,0,170000,0,170000,0
Kẹo cây Fujiya 3 vị trái cây ,Sản phẩm thường,Bánh kẹo,4902555125909,4902555125909,Có,43000,45000,45000,60000,45000,47000,gói (48),43000,0,43000,0,43000,0,43000,0,43000,0
Bánh Fujiya kem mềm,Sản phẩm thường,Bánh kẹo,4902555172224,4902555172224,Có,60000,65000,65000,85000,65000,70000,gói (20),60000,0,60000,0,60000,0,60000,0,60000,0
6529-Bánh lúa mạch Fujiya ,Sản phẩm thường,Bánh kẹo,4902555176529,4902555176529,Có,45000,50000,50000,80000,50000,55000,Gói,45000,0,45000,0,45000,0,45000,0,45000,0
Bánh Canxi kem xốp CA200,Sản phẩm thường,Bánh kẹo,4902621003407,4902621003407,Có,50000,52000,52000,80000,52000,55000,gói (10),50000,0,50000,0,50000,0,50000,0,50000,0
3421-Bánh Canxi Chocola,Sản phẩm thường,Bánh kẹo,4902621003421,4902621003421,Có,90000,100000,95000,150000,100000,105000,Gói(10),90000,1,90000,0,90000,0,90000,0,90000,0
3438-Bánh canxi vani,Sản phẩm thường,Bánh kẹo,4902621003438,4902621003438,Có,85000,100000,95000,150000,100000,105000,Gói(10),85000,1,85000,0,85000,0,85000,0,85000,0
3445-Bánh Canxi việt quất,Sản phẩm thường,Bánh kẹo,4902621003445,4902621003445,Có,85000,100000,95000,150000,100000,105000,Gói(10),85000,1,85000,0,85000,0,85000,0,85000,0
4503-Bánh Canxi Cacao,Sản phẩm thường,Bánh kẹo,4902621004503,4902621004503,Có,85000,100000,95000,150000,100000,105000,Gói(10),85000,0,85000,2,85000,0,85000,0,85000,0
5074-Bánh canxi rau củ ,Sản phẩm thường,Bánh kẹo,4902621005074,4902621005074,Có,90000,100000,95000,150000,100000,105000,Gói(10),90000,0,90000,7,90000,1,90000,0,90000,0
Chocolate Bonbon đen,Sản phẩm thường,Bánh kẹo,4902621819213,4902621819213,Có,115000,135000,135000,160000,135000,135000,Hộp,115000,0,115000,0,115000,0,115000,0,115000,0
7098-Thạch rau câu trái cây Morinaga vàng túi 70g,Sản phẩm thường,Bánh kẹo,4902720117098,4902720117098,Có,39000,45000,42000,55000,45000,46000,gói(36),39000,0,39000,0,39000,0,39000,0,39000,0
Thạch rau câu trái cây Morinaga đỏ túi 70g,Sản phẩm thường,Bánh kẹo,4902720117104,4902720117104,Có,39000,45000,42000,55000,45000,46000,gói(36),39000,0,39000,0,39000,0,39000,0,39000,0
Thạch rau câu trái cây Morinaga xanh túi 70g,Sản phẩm thường,Bánh kẹo,4902720117111,4902720117111,Có,39000,45000,42000,55000,45000,46000,gói(36),39000,0,39000,0,39000,0,39000,0,39000,0
9077-Thạch rau câu trái cây Morinaga tím túi 70g,Sản phẩm thường,Bánh kẹo,4902720129077,4902720129077,Có,39000,43000,42000,55000,43000,45000,gói(36),39000,0,39000,0,39000,0,39000,0,39000,0
1377-Bánh Pudding đậu,Sản phẩm thường,Bánh kẹo,4902720131377,4902720131377,Có,50000,65000,63000,75000,65000,67000,Block(8),50000,0,50000,0,50000,0,50000,0,50000,0
1391-Bánh Pudding Xoài,Sản phẩm thường,Bánh kẹo,4902720131391,4902720131391,Có,62000,63000,62000,75000,63000,65000,Block(8),62000,0,62000,0,62000,0,62000,0,62000,0
Thạch rau câu nho đỏ Mannan life,Sản phẩm thường,Bánh kẹo,4902738335019,4902738335019,Có,33000,30000,30000,55000,30000,32000,gói (12),33000,0,33000,0,33000,0,33000,0,33000,0
Rau câu táo,Sản phẩm thường,Bánh kẹo,4902738335026,4902738335026,Có,35000,45000,45000,50000,45000,45000,Thùng (12),35000,0,35000,0,35000,0,35000,0,35000,0
Thạch rau câu  Mannan life Cam nho xanh,Sản phẩm thường,Bánh kẹo,4902738335040,4902738335040,Có,33000,38000,35000,55000,38000,45000,Thùng (12),33000,0,33000,0,33000,0,33000,0,33000,0
Thạch rau câu Mannan life đào,Sản phẩm thường,Bánh kẹo,4902738335057,4902738335057,Có,33000,38000,35000,55000,38000,45000,gói (12),33000,0,33000,0,33000,0,33000,0,33000,0
Thạch rau câu  Mannan life Cam ,Sản phẩm thường,Bánh kẹo,4902738335064,4902738335064,Có,33000,38000,35000,55000,38000,45000,Thùng (12),33000,0,33000,0,33000,0,33000,0,33000,0
Thạch bịch Jelly nho,Sản phẩm thường,Bánh kẹo,4902738501025,4902738501025,Có,30000,35000,35000,50000,35000,40000,Gói ( 6x5),30000,0,30000,0,30000,0,30000,0,30000,0
Thạch Jely sữa ,Sản phẩm thường,Bánh kẹo,4902738510065,4902738510065,Có,30000,35000,35000,20000,35000,37000,Bịch  (5x6),30000,0,30000,0,30000,0,30000,0,30000,0
4609-Kẹo Singum Soda Meigum 3 viên,Sản phẩm thường,Bánh kẹo,4902744034609,4902744034609,Có,6200,8000,7500,10000,8000,8500,Gói(20),6200,0,6200,0,6200,0,6200,0,6200,0
5525-Kẹo Gum nhuộm xanh lưỡi vị soda Marukawa,Sản phẩm thường,Bánh kẹo,4902747135525,4902747135525,Có,8000,10500,10000,15000,10500,11000,hộp(18x24),8000,333,8000,55,8000,3,8000,0,8000,0
Kẹo ô mai đào,Sản phẩm thường,Bánh kẹo,4902750376649,4902750376649,Có,37000,42000,42000,55000,42000,43000,gói,37000,0,37000,0,37000,0,37000,0,37000,0
1594-Kẹo trà xanh UHA 58g,Sản phẩm thường,Bánh kẹo,4902750401594,4902750401594,Có,28000,33000,32000,45000,33000,35000,Gói (24),28000,29,28000,26,28000,24,28000,0,28000,0
Kẹo sữa 82,Sản phẩm thường,Bánh kẹo,4902750697522,4902750697522,Có,37000,42000,42000,55000,42000,42000,gói (6x12),37000,0,37000,0,37000,0,37000,0,37000,0
Kẹo dẻo nho,Sản phẩm thường,Bánh kẹo,4902750812932,4902750812932,Có,35000,40000,40000,30000,40000,26000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
Kẹo sữa bơ,Sản phẩm thường,Bánh kẹo,4902750850071,4902750850071,Có,32000,45000,45000,50000,45000,42000,gói,32000,0,32000,0,32000,0,32000,0,32000,0
9098-Kẹo đậu đỏ UHA,Sản phẩm thường,Bánh kẹo,4902750859098,4902750859098,Có,28000,33000,33000,45000,33000,35000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
Kẹo kem 8.2,Sản phẩm thường,Bánh kẹo,4902750860209,4902750860209,Có,37000,42000,42000,55000,42000,42000,gói (6x12),37000,0,37000,0,37000,0,37000,0,37000,0
Kẹo Cucu cafe sữa,Sản phẩm thường,Bánh kẹo,4902750860810,4902750860810,Có,37000,40000,40000,50000,40000,42000,gói,37000,0,37000,0,37000,0,37000,0,37000,0
5037-Kẹo đậu đỏ 8.2,Sản phẩm thường,Bánh kẹo,4902750865037,4902750865037,Có,45000,50000,48000,65000,50000,52000,gói (6x12),45000,26,45000,27,45000,24,45000,0,45000,0
Kẹo bí đỏ  8.2,Sản phẩm thường,Bánh kẹo,4902750865105,4902750865105,Có,40000,45000,45000,60000,45000,45000,Thùng (6*12),40000,0,40000,0,40000,0,40000,0,40000,0
9790-Kẹo cafe sữa Cucu,Sản phẩm thường,Bánh kẹo,4902750869790,4902750869790,Có,37000,42000,42000,10000,42000,43000,gói (6*12),37000,0,37000,0,37000,0,37000,0,37000,0
0222-Kẹo sữa trái cây UHA,Sản phẩm thường,Bánh kẹo,4902750870222,4902750870222,Có,40000,42000,40000,60000,42000,45000,Gói(72),40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo sữa dâu 8.2,Sản phẩm thường,Bánh kẹo,4902750876156,4902750876156,Có,37000,42000,42000,55000,42000,43000,gói (6*12),37000,0,37000,0,37000,0,37000,0,37000,0
Kẹo dâu chocola 8.2,Sản phẩm thường,Bánh kẹo,4902750883215,4902750883215,Có,37000,40000,40000,55000,40000,42000,Thùng (6*12),37000,0,37000,0,37000,0,37000,0,37000,0
Kẹo kem nho 8.2,Sản phẩm thường,Bánh kẹo,4902750884496,4902750884496,Có,45000,50000,50000,65000,50000,52000,gói (6x12),45000,0,45000,0,45000,0,45000,0,45000,0
Kẹo dẻo dâu ,Sản phẩm thường,Bánh kẹo,4902750891876,4902750891876,Có,40000,45000,45000,60000,45000,47000,Gói (6x12),40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo UHA 8.2 vị đào,Sản phẩm thường,Bánh kẹo,4902750892750,4902750892750,Có,45000,50000,50000,65000,50000,52000,gói(6x12),45000,0,45000,0,45000,0,45000,0,45000,0
Kẹo dẻo Minion vị soda + dứa ,Sản phẩm thường,Bánh kẹo,4902750893603,4902750893603,Có,40000,45000,45000,60000,45000,47000,Gói ( 6x12),40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo UHA trà xanh 8.2,Sản phẩm thường,Bánh kẹo,4902750898974,4902750898974,Có,42000,47000,45000,55000,47000,48000,Gói(6*12),42000,97,42000,61,42000,104,42000,0,42000,0
0844-Kẹo dâu sữa Uha 98g,Sản phẩm thường,Bánh kẹo,4902750900844,4902750900844,Có,42000,45000,45000,65000,45000,48000,Gói(6*12),42000,0,42000,0,42000,0,42000,0,42000,0
6181-Kẹo UHA sữa bò 8.2,Sản phẩm thường,Bánh kẹo,4902750906181,4902750906181,Có,42000,47000,45000,55000,47000,48000,gói(6x12),42000,6,42000,0,42000,0,42000,0,42000,0
Bánh Doremon,Sản phẩm thường,Bánh kẹo,4902752150001,4902752150001,Có,85000,95000,95000,110000,95000,95000,Hộp,85000,0,85000,0,85000,0,85000,0,85000,0
Bánh xốp cá Meito vị kem socola,Sản phẩm thường,Bánh kẹo,4902757111304,4902757111304,Có,16000,80000,80000,25000,80000,80000,gói(12x10),16000,0,16000,0,16000,0,16000,0,16000,0
Bánh xốp cá Meito vị kem dâu tây,Sản phẩm thường,Bánh kẹo,4902757111403,4902757111403,Có,16000,110000,110000,25000,110000,120000,Gói(12x10),16000,0,16000,0,16000,0,16000,0,16000,0
Bánh xốp cá Meito vị kem bạc hà,Sản phẩm thường,Bánh kẹo,4902757111700,4902757111700,Có,16000,60000,60000,25000,60000,60000,Gói(12x10),16000,0,16000,0,16000,0,16000,0,16000,0
Bánh nhân trà xanh 3 loại,Sản phẩm thường,Bánh kẹo,4902757173302,4902757173302,Có,75000,85000,85000,50000,85000,85000,hộp,75000,0,75000,0,75000,0,75000,0,75000,0
9304-Kẹo gừng Meito,Sản phẩm thường,Bánh kẹo,4902757249304,4902757249304,Có,35000,40000,40000,50000,40000,42000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
4209-Kẹo dứa Meito,Sản phẩm thường,Bánh kẹo,4902757254209,4902757254209,Có,35000,38000,38000,50000,38000,42000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
4803-Kẹo đậu phộng Meito 60g,Sản phẩm thường,Bánh kẹo,4902757254803,4902757254803,Có,35000,40000,38000,30000,40000,42000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
5008-Kẹo trái cây tổng hợp Meito ,Sản phẩm thường,Bánh kẹo,4902757255008,4902757255008,Có,35000,40000,38000,60000,40000,42000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
5107-Kẹo sữa bò Meito 72g,Sản phẩm thường,Bánh kẹo,4902757255107,4902757255107,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
5305-Kẹo chanh Meito 80g,Sản phẩm thường,Bánh kẹo,4902757255305,4902757255305,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
5404-Kẹo trái cây tổng hợp 3 mùi Meito,Sản phẩm thường,Bánh kẹo,4902757255404,4902757255404,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
5701-Kẹo Soda tổng hợp Meito 90g,Sản phẩm thường,Bánh kẹo,4902757255701,4902757255701,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,14,35000,0,35000,0,35000,0
5909- Kẹo Meito vị butter và muối 90g,Sản phẩm thường,Bánh kẹo,4902757255909,4902757255909,Có,35000,40000,38000,60000,40000,42000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
6005-Kẹo sữa chua Meito 70g,Sản phẩm thường,Bánh kẹo,4902757256005,4902757256005,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
6609-Kẹo dưa lưới Meito 70g,Sản phẩm thường,Bánh kẹo,4902757256609 ,4902757256609 ,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
6807-Kẹo mứt dâu Meito 70g,Sản phẩm thường,Bánh kẹo,4902757256807,4902757256807,Có,35000,40000,38000,20000,40000,42000,Gói(10),35000,0,35000,13,35000,0,35000,0,35000,0
6906-Kẹo mật ong Meito 70g,Sản phẩm thường,Bánh kẹo,4902757256906,4902757256906,Có,35000,45000,40000,60000,45000,47000,Gói(10),35000,0,35000,0,35000,0,35000,0,35000,0
6614-Bánh quy trái cây cocktail Matsunaga 280g,Sản phẩm thường,Bánh kẹo,4902773016614,4902773016614,Có,57000,65000,65000,100000,65000,70000,Gói(12),57000,0,57000,0,57000,0,57000,0,57000,0
