Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU*,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
5512-KĐR Aquafresh cam trắng răng,Sản phẩm thường,Hóa Mỹ Phẩm,4901080765512,4901080765512,Có,67000,72000,70000,85000,72000,75000,tuýp (48),67000,0,67000,0,67000,0,67000,0,67000,0
Kem đánh răng aquafresh tím cam làm trắng răng,Sản phẩm thường,Hóa Mỹ Phẩm,4901080765611,4901080765611,Có,67000,75000,75000,90000,75000,75000,tuýp (48),67000,0,67000,0,67000,0,67000,0,67000,0
KĐR Aquafresh trắng răng cam +20g,Sản phẩm thường,Hóa Mỹ Phẩm,4901080765918,4901080765918,Có,65000,72000,70000,90000,72000,75000,tuýp (10*12),65000,0,65000,0,65000,0,65000,0,65000,0
Kem đánh răng aquafresh trắng răng nho +20g,Sản phẩm thường,Hóa Mỹ Phẩm,4901080766014,4901080766014,Có,70000,75000,75000,90000,75000,78000,tuýp,70000,0,70000,0,70000,0,70000,0,70000,0
7219-KĐR Aquafresh chanh 140g,Sản phẩm thường,Hóa Mỹ Phẩm,4901080767219,4901080767219,Có,36000,41000,40000,60000,41000,42000,Tuýp(48),36000,0,36000,1,36000,0,36000,0,36000,0
7516-KĐR Aquafresh trắng răng bạc hà 140g,Sản phẩm thường,Hóa Mỹ Phẩm,4901080767516,4901080767516,Có,37000,,,80000,,,tuýp (48),37000,0,37000,0,37000,0,37000,0,37000,0
Kem đánh răng aquafresh trắng răng bạc hà +20g,Sản phẩm thường,Hóa Mỹ Phẩm,4901080767615,4901080767615,Có,75000,78000,78000,100000,78000,80000,tuýp,75000,0,75000,0,75000,0,75000,0,75000,0
kem đánh răng aquafresh trắng răng xanh da trời,Sản phẩm thường,Hóa Mỹ Phẩm,4901080768612,4901080768612,Có,70000,75000,75000,90000,75000,78000,tuýp,70000,0,70000,0,70000,0,70000,0,70000,0
Kem đánh răng Aquafresh +20g cầu vồng,Sản phẩm thường,Hóa Mỹ Phẩm,4901080768711,4901080768711,Có,77000,85000,85000,90000,85000,85000,tuýp,77000,0,77000,0,77000,0,77000,0,77000,0
3418-KĐR Aquafresh trắng răng 140g (nha chu),Sản phẩm thường,Hóa Mỹ Phẩm,4901080773418,4901080773418,Có,64000,69000,68000,100000,69000,70000,Tuýp(4x12),64000,37,64000,16,64000,30,64000,0,64000,0
3616-KĐR Aquafresh bảo vệ nứu răng 140g,Sản phẩm thường,Hóa Mỹ Phẩm,4901080773616,4901080773616,Có,64000,69000,68000,100000,69000,70000,Tuýp(4x12),64000,41,64000,31,64000,16,64000,0,64000,0
