Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU*,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Thuốc xông diệt côn trùng (V),Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080180315,4901080180315,Có,110000,120000,120000,150000,120000,125000,Hộp (20),110000,26,110000,11,110000,19,110000,0,110000,0
Thuốc diệt gián Gokiburi,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080201218,4901080201218,Có,80000,85000,85000,110000,85000,85000,Hộp,80000,0,80000,0,80000,0,80000,0,80000,0
6213-Thuốc gián 12 viên,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080206213,4901080206213,Có,115000,125000,120000,170000,125000,130000,Hộp(18),115000,6,115000,16,115000,10,115000,0,115000,0
7913-Diệt gián 8 viên,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080207913,4901080207913,Có,120000,130000,130000,170000,130000,135000,hộp,120000,0,120000,0,120000,0,120000,0,120000,0
Diệt kiến 2 hộp,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080255013,4901080255013,Có,90000,95000,92000,140000,95000,97000,set (40),90000,46,90000,8,90000,21,90000,0,90000,0
Thơm phòng Snoopy ,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080278715,4901080278715,Có,135000,145000,145000,190000,145000,150000,Cái ( 12),135000,0,135000,0,135000,0,135000,0,135000,0
Thơm nhà vệ sinh Sukkiri hương hoa 400ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080623119,4901080623119,Có,55000,65000,60000,90000,65000,68000,chai(16),55000,0,55000,0,55000,0,55000,0,55000,0
Thơm nhà vệ sinh Sukkiri hương chanh,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080623218,4901080623218,Có,55000,65000,60000,90000,65000,68000,Chai(16),55000,0,55000,0,55000,0,55000,0,55000,0
Thơm phòng Sukkiri hương xà phòng,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080624819,4901080624819,Có,55000,65000,60000,90000,65000,68000,Chai(16),55000,0,55000,1,55000,0,55000,0,55000,0
Chai xịt vệ sinh điều hòa Antifungal Plus 420ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080646118,4901080646118,Có,115700,130000,125000,180000,130000,135000,Chai,115700,5,115700,4,115700,7,115700,0,115700,0
Thơm nhà vệ sinh Sukkiri hoa dạ hương,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080646910,4901080646910,Có,55000,65000,60000,90000,65000,68000,Chai(16),55000,0,55000,6,55000,1,55000,0,55000,0
