Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Nho đen Midnight Beauty Mr Grapes Sutherland Mỹ,Sản phẩm thường,Ăn Uống,00003,00003,Có,195122,170000,170000,200000,170000,175000,Kg,195122,3,195122,3,195122,0,195122,0,195122,0
Quýt Túi Vàng Australia,Sản phẩm thường,Ăn Uống,0000888,0000888,Có,106666,120000,,150000,120000,120000,Túi(15),106666,0,106666,0,106666,0,106666,0,106666,0
Bia lẻ 350ml,Sản phẩm thường,Ăn Uống,0001,0001,Có,0,,,40000,,,Lon,0,0,0,0,0,0,0,0,0,0
Bia lẻ 500ml,Sản phẩm thường,Ăn Uống,0002,0002,Có,0,,,50000,,,Lon,0,0,0,0,0,0,0,0,0,0
táo mutsu,Sản phẩm thường,Ăn Uống,00077,00077,Có,0,,,200000,,,trái,0,0,0,0,0,0,0,0,0,0
Trà xanh sales,Sản phẩm thường,Ăn Uống,00089,00089,Có,0,230000,230000,150000,230000,235000,Gói,0,0,0,0,0,0,0,0,0,0
Trà xanh gạo lức (Sales),Sản phẩm thường,Ăn Uống,00092,00092,Có,45000,160000,160000,60000,160000,165000,Gói,45000,0,45000,0,45000,0,45000,0,45000,0
Gói trà xanh nguyên chất,Sản phẩm thường,Ăn Uống,004,004,Có,35000,50000,50000,60000,50000,50000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
Dâu Quạt Nhật,Sản phẩm thường,Ăn Uống,013456,013456,Có,400000,420000,420000,550000,420000,440000,Hộp,400000,0,400000,0,400000,0,400000,0,400000,0
Rắc phô mai xanh Krapt,Sản phẩm thường,Ăn Uống,021000615506,021000615506,Có,100000,110000,110000,130000,110000,110000,Hộp,100000,0,100000,0,100000,0,100000,0,100000,0
Chocolate Party Bucket Maltesers,Sản phẩm thường,Ăn Uống,040000522799,040000522799,Có,255000,270000,270000,380000,270000,280000,hộp,255000,0,255000,0,255000,0,255000,0,255000,0
Trà sữa Kirin 500ml (thùng),Sản phẩm thường,Ăn Uống,062736,062736,Có,528000,580000,580000,780000,580000,570000,Thùng,528000,0,528000,0,528000,0,528000,0,528000,0
Nước tương chấm Yamasa Sashimi 200ml,Sản phẩm thường,Ăn Uống,073899014823,073899014823,Có,53100,62000,60000,80000,62000,65000,Chai(12),53100,24,53100,12,53100,8,53100,0,53100,0
4815-Rong biển cuộn cơm Yaki Nori,Sản phẩm thường,Ăn Uống,074410514815,074410514815,Có,210000,230000,230000,270000,230000,230000,Gói ,210000,0,210000,0,210000,0,210000,0,210000,0
0303-Viên nêm Cà Ri Golden Curry Medium Hot 240g,Sản phẩm thường,Ăn Uống,074880030303,074880030303,Có,80000,95000,95000,200000,95000,90000,Hộp,80000,0,80000,0,80000,0,80000,0,80000,0
0310-Viên nêm Cà Ri Golden Curry Hot,Sản phẩm thường,Ăn Uống,074880030310,074880030310,Có,100000,110000,110000,200000,110000,115000,Hộp,100000,0,100000,0,100000,0,100000,0,100000,0
0327-Viên nêm Cà Ri Golden Curry Mild 240g,Sản phẩm thường,Ăn Uống,074880030327,074880030327,Có,100000,110000,110000,200000,110000,115000,Hộp,100000,0,100000,0,100000,0,100000,0,100000,0
8720-Viên Nêm Cà Ri Vermont Curry 230g,Sản phẩm thường,Ăn Uống,077377048720,077377048720,Có,100000,110000,110000,200000,110000,115000,Hộp,100000,0,100000,0,100000,0,100000,0,100000,0
0598-Viên nêm cà ri Java Curry 1kg,Sản phẩm thường,Ăn Uống,077377630598,077377630598,Có,265000,275000,275000,200000,275000,285000,Hộp,265000,0,265000,0,265000,0,265000,0,265000,0
7968-Viên nêm cà ri táo Vermont Curry 1kg,Sản phẩm thường,Ăn Uống,077377677968,077377677968,Có,265000,275000,275000,200000,275000,290000,Hộp,265000,0,265000,0,265000,0,265000,0,265000,0
8609-Sữa đậu nành Kirkland Original 946ml,Sản phẩm thường,Ăn Uống,096619998609,096619998609,Có,41667,48000,60000,60000,48000,60000,hộp(12),41667,0,41667,0,41667,0,41667,0,41667,0
8616-Sữa đậu nành Kirkland Vanilla 946ml,Sản phẩm thường,Ăn Uống,096619998616,096619998616,Có,41667,230000,230000,60000,230000,240000,hộp(12),41667,0,41667,0,41667,0,41667,0,41667,0
Mì gói lẻ sales,Sản phẩm thường,Ăn Uống,11111111,11111111,Có,20000,25000,25000,20000,25000,27000,Gói,20000,57,20000,0,20000,8,20000,0,20000,0
Hạt nêm Ajinomoto,Sản phẩm thường,Ăn Uống,111999,111999,Có,28000,32000,32000,40000,32000,33000,Hộp,28000,0,28000,0,28000,0,28000,0,28000,0
Soda Melon nguyên thùng,Sản phẩm thường,Ăn Uống,14902179008821,14902179008821,Có,580000,550000,550000,700000,550000,570000,thùng,580000,0,580000,0,580000,0,580000,0,580000,0
Coca nhí tặng khách,Sản phẩm thường,Ăn Uống,160nhi,160nhi,Có,370000,,,1,,,Thùng,370000,0,370000,0,370000,0,370000,0,370000,0
Nước ép trái cây tặng khách,Sản phẩm thường,Ăn Uống,160tc,160tc,Có,310000,,,1,,,Thùng,310000,0,310000,0,310000,0,310000,0,310000,0
Bông Lan Sale,Sản phẩm thường,Ăn Uống,22222,22222,Có,40000,,,50000,,,Gói,40000,0,40000,0,40000,0,40000,0,40000,0
Coca chai vặn tặng khách,Sản phẩm thường,Ăn Uống,300van,300van,Có,530000,,,1,,,Thùng,530000,0,530000,0,530000,0,530000,0,530000,0
Phô mai thịt bò cà chua,Sản phẩm thường,Ăn Uống,3073781012026,3073781012026,Có,98000,105000,105000,120000,105000,105000,Hộp,98000,0,98000,0,98000,0,98000,0,98000,0
Phô mai Belcube cam ,Sản phẩm thường,Ăn Uống,3073781085990,3073781085990,Có,83000,85000,85000,110000,85000,90000,gói,83000,0,83000,0,83000,0,83000,0,83000,0
Phô mai Belcube vàng,Sản phẩm thường,Ăn Uống,3073781094831,3073781094831,Có,89000,95000,92000,110000,95000,95000,Gói,89000,0,89000,0,89000,0,89000,0,89000,0
"9719-Phô mai Belcube 15v vị cà chua, tiêu xanh, thịt xông khói",Sản phẩm thường,Ăn Uống,3073781109719,3073781109719,Có,62000,66000,65000,90000,66000,67000,Gói,62000,0,62000,0,62000,0,62000,0,62000,0
9733-Phô mai Belcube 15v - 3 vị ,Sản phẩm thường,Ăn Uống,3073781109733,3073781109733,Có,62000,66000,65000,90000,66000,67000,Gói,62000,0,62000,0,62000,0,62000,0,62000,0
9757-Phô mai Belcube 15v vàng,Sản phẩm thường,Ăn Uống,3073781109757,3073781109757,Có,62000,66000,65000,90000,66000,67000,Gói,62000,0,62000,0,62000,0,62000,0,62000,0
Socola Cheverny xanh lá,Sản phẩm thường,Ăn Uống,3173287753536,3173287753536,Có,335000,380000,380000,400000,380000,380000,Hộp,335000,0,335000,0,335000,0,335000,0,335000,0
9517-Nước điện giải Pocari 500ml,Sản phẩm thường,Ăn Uống,45019517,45019517,Có,30000,35000,32000,45000,35000,37000,Chai(24),30000,0,30000,0,30000,0,30000,0,30000,0
2118-Nước ngọt có gas xanh nhạt,Sản phẩm thường,Ăn Uống,45052118,45052118,Có,10000,15000,15000,20000,15000,15500,Chai,10000,0,10000,0,10000,0,10000,0,10000,0
Nước ép Asahi hỗn hợp,Sản phẩm thường,Ăn Uống,4514603184013,4514603184013,Có,78000,85000,85000,130000,85000,87000,,78000,0,78000,0,78000,0,78000,0,78000,0
Nước ép Asahi táo,Sản phẩm thường,Ăn Uống,4514603184112,4514603184112,Có,78000,85000,85000,130000,85000,87000,chai (8),78000,0,78000,0,78000,0,78000,0,78000,0
7818-Trà Ô long  Asahi 2L,Sản phẩm thường,Ăn Uống,4514603307818,4514603307818,Có,50000,63000,60000,80000,63000,65000,Chai(6),50000,21,50000,9,50000,12,50000,0,50000,0
Trà ô long 555 ml,Sản phẩm thường,Ăn Uống,4514603307917,4514603307917,Có,25000,30000,30000,40000,30000,30000,Chai,25000,0,25000,0,25000,0,25000,0,25000,0
8418-Nước ép cam Hotel Breakfast,Sản phẩm thường,Ăn Uống,4514603318418,4514603318418,Có,15000,18000,18000,30000,18000,20000,Hộp(24),15000,0,15000,0,15000,0,15000,0,15000,0
8517- Nước ép táo Hotel Breakfast,Sản phẩm thường,Ăn Uống,4514603318517,4514603318517,Có,15000,18000,18000,10000,18000,20000,Hộp(24),15000,0,15000,0,15000,0,15000,0,15000,0
8616-Nước ép nho Hotel Breakfast,Sản phẩm thường,Ăn Uống,4514603318616,4514603318616,Có,15000,18000,18000,10000,18000,20000,Hộp(24),15000,0,15000,0,15000,0,15000,0,15000,0
8011-Nước ép cam Bireley's Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603328011,4514603328011,Có,78000,85000,85000,120000,85000,87000,Chai(8),78000,0,78000,0,78000,0,78000,0,78000,0
6318-Nước ép táo Bireley's Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603328318,4514603328318,Có,42000,52000,50000,80000,52000,55000,Chai(8),42000,0,42000,0,42000,2,42000,0,42000,0
Trà thảo dược Ashahi 600ml,Sản phẩm thường,Ăn Uống,4514603343816,4514603343816,Có,25000,28000,28000,40000,28000,30000,Thùng (24),25000,0,25000,0,25000,0,25000,0,25000,0
4318-Nước ép cam Bireley's 430ml,Sản phẩm thường,Ăn Uống,4514603344318,4514603344318,Có,20000,25000,25000,40000,25000,26000,Chai(24),20000,0,20000,0,20000,0,20000,0,20000,0
4516-Nước ép táo Bireley;s Asahi 430ml,Sản phẩm thường,Ăn Uống,4514603344516,4514603344516,Có,20000,25000,25000,40000,25000,26000,Chai(24),20000,0,20000,0,20000,0,20000,0,20000,0
Trà ô long táo đỏ ,Sản phẩm thường,Ăn Uống,4514603349818,4514603349818,Có,25000,28000,28000,40000,28000,30000,Chai (24),25000,0,25000,0,25000,0,25000,0,25000,0
3011-Nước ép cam Hotel Breakfast Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603373011,4514603373011,Có,78000,85000,85000,120000,85000,90000,Chai(8),78000,0,78000,0,78000,0,78000,0,78000,0
3110-Nước ép táo Hotel Breakfast Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603373110,4514603373110,Có,78000,85000,85000,120000,85000,90000,Chai(8),78000,0,78000,0,78000,0,78000,0,78000,0
5015-Nước ép đào Mitsuya Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603375015,4514603375015,Có,42000,52000,50000,80000,52000,55000,chai(8),42000,0,42000,0,42000,0,42000,0,42000,0
5312-Nước ép mơ Mitsuya Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603375312,4514603375312,Có,42000,52000,50000,80000,52000,55000,chai(8),42000,0,42000,0,42000,0,42000,0,42000,0
7019-Trà thảo mộc Asahi 2L,Sản phẩm thường,Ăn Uống,4514603377019,4514603377019,Có,45000,52000,50000,80000,52000,55000,chai(6),45000,7,45000,1,45000,0,45000,0,45000,0
7217-Trà 16 loại thảo mộc Asahi 630ml,Sản phẩm thường,Ăn Uống,4514603377217,4514603377217,Có,24000,30000,28000,40000,30000,32000,Chai(24),24000,0,24000,0,24000,0,24000,0,24000,0
8718-Nước ép Đào Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603388718,4514603388718,Có,70000,85000,80000,90000,85000,90000,Chai(8),70000,0,70000,0,70000,3,70000,0,70000,0
8429-Nước mơ Asahi 1.5L,Sản phẩm thường,Ăn Uống,4514603390216,4514603390216,Có,47000,60000,57000,50000,60000,63000,chai(8),47000,16,47000,4,47000,4,47000,0,47000,0
2418-Nước ngọt Asahi vị đào 300ml ,Sản phẩm thường,Ăn Uống,4514603392418,4514603392418,Có,30000,33000,32000,45000,33000,35000,Lon(24),30000,65,30000,68,30000,69,30000,0,30000,0
0247-Mứt cam Rising 880g,Sản phẩm thường,Ăn Uống,4517244000247,4517244000247,Có,120000,130000,130000,200000,130000,135000,Lọ,120000,0,120000,0,120000,0,120000,0,120000,0
2236-Thịt cua hộp Maruyasuisan 55g,Sản phẩm thường,Ăn Uống,4519368012236,4519368012236,Có,97000,105000,100000,140000,105000,107000,Hộp(24),97000,0,97000,0,97000,3,97000,0,97000,0
Đường ACE,Sản phẩm thường,Ăn Uống,4523160475762,4523160475762,Có,70000,80000,80000,100000,80000,80000,gói,70000,0,70000,0,70000,0,70000,0,70000,0
0046-Muối hộp giấy Cooking Salt 800g,Sản phẩm thường,Ăn Uống,4530017000046,4530017000046,Có,42000,53000,50000,70000,53000,55000,Hộp(24),42000,0,42000,8,42000,11,42000,0,42000,0
0084-Muối Shiojigyo bịch 1kg,Sản phẩm thường,Ăn Uống,4530017000084,4530017000084,Có,24000,33000,32000,45000,33000,35000,Gói(24),24000,35,24000,10,24000,24,24000,0,24000,0
Nước ép Trái cây Perfect Vitamin màu xanh ,Sản phẩm thường,Ăn Uống,4530503874823,4530503874823,Có,36000,40000,40000,55000,40000,40000,Chai,36000,0,36000,0,36000,0,36000,0,36000,0
Mì Soba sợi,Sản phẩm thường,Ăn Uống,4534080130303,4534080130303,Có,28000,35000,35000,45000,35000,35000,gói,28000,0,28000,0,28000,0,28000,0,28000,0
0284-Bánh Snack Tohato vị Caramel 53g,Sản phẩm thường,Ăn Uống,4543112880284,4543112880284,Có,22000,28000,25000,35000,28000,30000,Gói(12),22000,0,22000,0,22000,0,22000,0,22000,0
1748-Bánh Snack Tohato vị rau củ 25g,Sản phẩm thường,Ăn Uống,4543112881748,4543112881748,Có,22000,28000,25000,35000,28000,30000,Gói(12),22000,0,22000,0,22000,0,22000,0,22000,0
Gạo Nhật Niigata 2kg,Sản phẩm thường,Ăn Uống,4544948061526,4544948061526,Có,251600,280000,260000,320000,280000,285000,Gói(10),251600,0,251600,0,251600,0,251600,0,251600,0
Gạo Nhật Niigata 5kg,Sản phẩm thường,Ăn Uống,4544948061557,4544948061557,Có,629000,670000,670000,750000,670000,700000,Bịch,629000,0,629000,0,629000,0,629000,0,629000,0
Gạo Nhật Chihominori  2kg Hoa anh đào,Sản phẩm thường,Ăn Uống,4544948302025,4544948302025,Có,212000,235000,230000,280000,235000,240000,Kg,212000,0,212000,5,212000,5,212000,0,212000,0
Gạo  Nhật Chihominori hoa anh đào 5kg,Sản phẩm thường,Ăn Uống,4544948302056,4544948302056,Có,530000,570000,560000,650000,570000,580000,Bịch,530000,4,530000,0,530000,6,530000,0,530000,0
Gạo Nhật Shinosuke 5Kg,Sản phẩm thường,Ăn Uống,4544948777052,4544948777052,Có,1030,1120,1100,1200,1120,1130,Bịch,1030,1,1030,0,1030,5,1030,0,1030,0
Cá bào Topvalu 24g,Sản phẩm thường,Ăn Uống,4549741015462,4549741015462,Có,46000,50000,50000,30000,50000,50000,gói,46000,0,46000,0,46000,0,46000,0,46000,0
8831-Cá bào Topvalu 80g,Sản phẩm thường,Ăn Uống,4549741015486,4549741015486,Có,86000,95000,92000,140000,95000,98000,Gói(10),86000,11,86000,10,86000,13,86000,0,86000,0
5493-Mè trắng nguyên hạt rang Topvalu gói 75g,Sản phẩm thường,Ăn Uống,4549741015493,4549741015493,Có,50000,55000,53000,30000,55000,60000,gói(10),50000,0,50000,0,50000,0,50000,0,50000,0
5509-Mè trắng rang xay nhuyễn Topvalu 65g,Sản phẩm thường,Ăn Uống,4549741015509,4549741015509,Có,50000,58000,55000,20000,58000,60000,gói(10),50000,0,50000,0,50000,0,50000,0,50000,0
5516-Mè đen rang Topvalu gói 70g,Sản phẩm thường,Ăn Uống,4549741015516,4549741015516,Có,50000,58000,55000,20000,58000,60000,gói(10),50000,0,50000,0,50000,0,50000,0,50000,0
5523-Mè đen rang xay nhuyễn Topvalu 60g,Sản phẩm thường,Ăn Uống,4549741015523,4549741015523,Có,50000,58000,55000,30000,58000,60000,gói(10),50000,0,50000,0,50000,0,50000,0,50000,0
6094-Hạt tổng hợp Topvalu 140g,Sản phẩm thường,Ăn Uống,4549741016094,4549741016094,Có,148000,165000,160000,50000,165000,170000,Gói(12),148000,0,148000,0,148000,0,148000,0,148000,0
0657-Hạt tổng hợp 205g Topvalu,Sản phẩm thường,Ăn Uống,4549741020657,4549741020657,Có,148000,165000,160000,50000,165000,170000,Gói(12),148000,0,148000,0,148000,0,148000,0,148000,0
5911-Mứt mận Topvalu 175g,Sản phẩm thường,Ăn Uống,4549741025911,4549741025911,Có,80000,95000,95000,135000,95000,95000,Gói,80000,0,80000,0,80000,0,80000,0,80000,0
Trà lúa mạch Topvalu,Sản phẩm thường,Ăn Uống,4549741028424,4549741028424,Có,67000,75000,75000,120000,75000,80000,gói(16),67000,0,67000,0,67000,0,67000,0,67000,0
6719- Đô nhậu mặn thập cẩm,Sản phẩm thường,Ăn Uống,4549741036719,4549741036719,Có,75000,85000,85000,120000,85000,90000,Bịch,75000,0,75000,0,75000,0,75000,0,75000,0
rong biển nấu canh Topvalu 27g,Sản phẩm thường,Ăn Uống,4549741036924,4549741036924,Có,52000,57000,57000,70000,57000,60000,gói ,52000,0,52000,0,52000,0,52000,0,52000,0
3171-Rong biển nấu canh Topvalu 45g,Sản phẩm thường,Ăn Uống,4549741153171,4549741153171,Có,55000,63000,60000,80000,63000,65000,Gói(10),55000,0,55000,0,55000,0,55000,0,55000,0
Hạt hạnh nhân Topvalu ,Sản phẩm thường,Ăn Uống,4549741155052,4549741155052,Có,160000,175000,175000,100000,175000,180000,Gói ( 12),160000,0,160000,0,160000,0,160000,0,160000,0
4077-Mứt sung non Topvalu 115g,Sản phẩm thường,Ăn Uống,4549741174077,4549741174077,Có,100000,115000,115000,150000,115000,120000,Gói,100000,0,100000,0,100000,0,100000,0,100000,0
3833- Tảo bẹ nấu nước dùng TOPVALU 70g ,Sản phẩm thường,Ăn Uống,4549741183833,4549741183833,Có,100000,110000,110000,150000,110000,115000,Gói (10),100000,0,100000,0,100000,0,100000,0,100000,0
Xúc xích que Topvalu 4 cây ,Sản phẩm thường,Ăn Uống,4549741340632,4549741340632,Có,61000,65000,65000,95000,65000,72000,gói,61000,0,61000,0,61000,0,61000,0,61000,0
0649-Xúc xích cá phô mai  Topvalu 92g ,Sản phẩm thường,Ăn Uống,4549741340649,4549741340649,Có,24000,27000,27000,45000,27000,32000,Gói(30),24000,0,24000,0,24000,0,24000,0,24000,0
Hạt óc chó Topvalu 7 gói ,Sản phẩm thường,Ăn Uống,4549741378291,4549741378291,Có,160000,175000,175000,100000,175000,180000,Gói (12),160000,0,160000,0,160000,0,160000,0,160000,0
3181-Cá mòi hộp Topvalu 100g,Sản phẩm thường,Ăn Uống,4549741433181,4549741433181,Có,20000,30000,30000,45000,30000,35000,Hộp(20),20000,0,20000,0,20000,0,20000,0,20000,0
7958-Sữa Tươi Hạnh Nhân hương truyền thống,Sản phẩm thường,Ăn Uống,4549741527958,4549741527958,Có,170000,125000,125000,230000,125000,185000,Hộp,170000,0,170000,0,170000,0,170000,0,170000,0
7965-Sữa Tươi Hạnh Nhân hương ca cao,Sản phẩm thường,Ăn Uống,4549741527965,4549741527965,Có,170000,180000,180000,230000,180000,185000,Hộp,170000,0,170000,0,170000,0,170000,0,170000,0
8197-Xúc xích tươi Topvalu 12 cây 260g,Sản phẩm thường,Ăn Uống,4549741568197,4549741568197,Có,109000,120000,120000,170000,120000,130000,Gói,109000,0,109000,0,109000,0,109000,0,109000,0
5502-Dầu tía tô Organic Topvalu 232g,Sản phẩm thường,Ăn Uống,4549741605502,4549741605502,Có,238000,250000,245000,100000,250000,255000,Chai(6),238000,0,238000,0,238000,0,238000,0,238000,0
2361-Mực một nắng Topvalu 120g,Sản phẩm thường,Ăn Uống,4549741642361,4549741642361,Có,119000,145000,145000,170000,145000,145000,Gói,119000,0,119000,0,119000,0,119000,0,119000,0
8102-Rong biển nấu canh Topvalu 50g,Sản phẩm thường,Ăn Uống,4549741898102,4549741898102,Có,55000,65000,60000,90000,65000,70000,gói,55000,11,55000,10,55000,27,55000,0,55000,0
4425-Xúc xích cá phô mai Kamaboko,Sản phẩm thường,Ăn Uống,4560173584425,4560173584425,Có,94000,105000,105000,140000,105000,107000,gói (6),94000,0,94000,0,94000,0,94000,0,94000,0
8654-Nước cốt bưởi Miya hữu cơ 150g,Sản phẩm thường,Ăn Uống,4560276768654,4560276768654,Có,146520,160000,155000,100000,160000,165000,Chai,146520,0,146520,0,146520,0,146520,0,146520,0
8661-Bột bưởi Miya hữu cơ ,Sản phẩm thường,Ăn Uống,4560276768661,4560276768661,Có,0,,,100000,,,hũ,0,0,0,0,0,0,0,0,0,0
8678-Nước sốt salad vị bưởi Miya 200g,Sản phẩm thường,Ăn Uống,4560276768678,4560276768678,Có,118800,135000,130000,100000,135000,140000,Chai,118800,0,118800,0,118800,0,118800,0,118800,0
6468-Viên uống rau củ Emikurru 100 viên,Sản phẩm thường,Ăn Uống,4560276768685,4560276768685,Có,282000,305000,300000,400000,305000,310000,Gói,282000,9,282000,0,282000,9,282000,0,282000,0
0019-Bột rau xanh Collagen Suio,Sản phẩm thường,Ăn Uống,4560305670019,4560305670019,Có,354000,370000,370000,360000,370000,375000,Gói,354000,0,354000,0,354000,0,354000,0,354000,0
0040-Snack khoai lang Organic Suio Karinto,Sản phẩm thường,Ăn Uống,4560305670040,4560305670040,Có,105000,115000,115000,160000,115000,120000,Gói,105000,0,105000,0,105000,0,105000,0,105000,0
1020-Nước ép dâu tằm 500ml,Sản phẩm thường,Ăn Uống,4560382901020,4560382901020,Có,345000,370000,370000,450000,370000,375000,Chai,345000,0,345000,0,345000,0,345000,0,345000,0
Ngũ cốc trộn gạo Super Mix 38 loại hạt 16 gói ,Sản phẩm thường,Ăn Uống,4562153790574,4562153790574,Có,370000,410000,400000,500000,410000,420000,Gói (12),370000,0,370000,0,370000,0,370000,0,370000,0
Rong biển nấu canh Wakame tím,Sản phẩm thường,Ăn Uống,4562192364439,4562192364439,Có,30000,35000,35000,50000,35000,37000,,30000,0,30000,0,30000,0,30000,0,30000,0
6789-Bột trà lá dâu tằm ,Sản phẩm thường,Ăn Uống,456789,456789,Có,212000,225000,225000,50000,225000,230000,Gói,212000,1,212000,4,212000,0,212000,0,212000,0
2067-Trà giảm cân Night Diet tea 20 gói,Sản phẩm thường,Ăn Uống,4571157250267,4571157250267,Có,122000,145000,140000,220000,145000,150000,gói,122000,13,122000,14,122000,3,122000,0,122000,0
Trà Detox Orihiro Botanical Diet Tea (20 gói x 2g),Sản phẩm thường,Ăn Uống,4571157250328,4571157250328,Có,160000,170000,165000,250000,170000,175000,Gói,160000,0,160000,1,160000,0,160000,0,160000,0
0342-Bột giảm cân Night Diet 20 gói 2000mg,Sản phẩm thường,Ăn Uống,4571157250342,4571157250342,Có,145000,155000,150000,230000,155000,160000,Gói,145000,0,145000,1,145000,0,145000,0,145000,0
2032-Trà Olong Orihiro 52 gói ,Sản phẩm thường,Ăn Uống,4571157252032,4571157252032,Có,130000,150000,140000,200000,150000,155000,Gói,130000,0,130000,0,130000,0,130000,0,130000,0
2049-Trà đậu đen Orihiro 180g,Sản phẩm thường,Ăn Uống,4571157252049,4571157252049,Có,110000,125000,120000,180000,125000,130000,Gói,110000,11,110000,11,110000,4,110000,0,110000,0
Trà lúa mạch Orihiro,Sản phẩm thường,Ăn Uống,4571157256429,4571157256429,Có,245000,250000,250000,300000,250000,250000,Hộp,245000,0,245000,0,245000,0,245000,0,245000,0
7563-Trà giảm cân Night Diet Tea 24 gói,Sản phẩm thường,Ăn Uống,4571157257563,4571157257563,Có,130000,140000,135000,250000,140000,145000,Gói,130000,0,130000,0,130000,3,130000,0,130000,0
9031-Trà giảm cân Orihiro Night Diet Beauty 16 gói,Sản phẩm thường,Ăn Uống,4571157259031,4571157259031,Có,152000,160000,157000,250000,160000,165000,gói,152000,22,152000,4,152000,6,152000,0,152000,0
3000-Trà lúa mạch  cho bé Babies Rus 52 gói ,Sản phẩm thường,Ăn Uống,4571196913000,4571196913000,Có,85000,90000,90000,150000,90000,100000,gói ,85000,0,85000,0,85000,0,85000,0,85000,0
Sữa đậu nành Otsuka xanh 7% 950ml,Sản phẩm thường,Ăn Uống,4571280841332,4571280841332,Có,75000,85000,85000,20000,85000,90000,Hộp (6),75000,0,75000,0,75000,0,75000,0,75000,0
1424-Sữa đậu nành Otsuka 950ml,Sản phẩm thường,Ăn Uống,4571280841424,4571280841424,Có,62000,75000,72000,130000,75000,80000,Hộp(6),62000,0,62000,0,62000,0,62000,0,62000,0
Bột Wasabi dạng gói,Sản phẩm thường,Ăn Uống,4571308890168,4571308890168,Có,0,,,30000,,,gói,0,3,0,0,0,0,0,0,0,0
0034-Bột trà lúa non Barley Golden 46 gói,Sản phẩm thường,Ăn Uống,4573142070034,4573142070034,Có,220000,235000,230000,350000,235000,240000,Hộp(20),220000,19,220000,15,220000,15,220000,0,220000,0
1366-Trà matcha 300g,Sản phẩm thường,Ăn Uống,4573222051366,4573222051366,Có,280000,300000,300000,150000,300000,310000,gói,280000,0,280000,0,280000,0,280000,0,280000,0
Mứt đào 150g Peach Glaces,Sản phẩm thường,Ăn Uống,4580203143156,4580203143156,Có,85000,100000,100000,150000,100000,95000,gói(15),85000,0,85000,0,85000,0,85000,0,85000,0
3200-Mứt nho dẻo Grape Glaces 280g ,Sản phẩm thường,Ăn Uống,4580203143200,4580203143200,Có,85000,100000,100000,150000,100000,105000,gói(15),85000,0,85000,0,85000,0,85000,0,85000,0
3439-Mứt dưa lưới Melon Glaces 150g,Sản phẩm thường,Ăn Uống,4580203143439,4580203143439,Có,85000,100000,100000,150000,100000,95000,Gói(15),85000,0,85000,0,85000,0,85000,0,85000,0
2532-Cá ngừ ngâm dầu Reve Create đỏ,Sản phẩm thường,Ăn Uống,4580250592532,4580250592532,Có,18000,23000,20000,30000,23000,25000,Hộp,18000,0,18000,0,18000,0,18000,0,18000,0
2686-Cá ngừ ngâm dầu Reve Create,Sản phẩm thường,Ăn Uống,4580250592686,4580250592686,Có,18000,23000,20000,30000,23000,25000,Hộp,18000,0,18000,0,18000,0,18000,0,18000,0
Trà túi lọc Rooibos (Hồng trà Nam Phi),Sản phẩm thường,Ăn Uống,4580264681093,4580264681093,Có,137200,145000,145000,140000,145000,150000,Gói (40),137200,2,137200,0,137200,0,137200,0,137200,0
8955-Mứt cam D-price 1kg,Sản phẩm thường,Ăn Uống,4580343718955,4580343718955,Có,50000,75000,70000,150000,75000,80000,Lọ,50000,0,50000,0,50000,0,50000,0,50000,0
9839-Nước lẩu Mix vị  D-Price 750g,Sản phẩm thường,Ăn Uống,4580343719839,4580343719839,Có,35000,40000,40000,60000,40000,45000,Gói,35000,0,35000,0,35000,0,35000,0,35000,0
9846-Nước lẩu cay D-Price 750g,Sản phẩm thường,Ăn Uống,4580343719846,4580343719846,Có,35000,40000,40000,60000,40000,45000,Gói,35000,0,35000,0,35000,0,35000,0,35000,0
9853-Nước lẩu D-Price 750g,Sản phẩm thường,Ăn Uống,4580343719853,4580343719853,Có,40000,40000,40000,60000,40000,45000,Gói,40000,0,40000,0,40000,0,40000,0,40000,0
9265-Miến 10 gói D-Price ,Sản phẩm thường,Ăn Uống,4580343729265,4580343729265,Có,70000,75000,75000,100000,75000,80000,Gối,70000,0,70000,0,70000,0,70000,0,70000,0
