Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
1509-Phi lê cá ngừ hấp 70g,Sản phẩm thường,Ăn Uống,4901133061509,4901133061509,Có,15000,22000,22000,25000,22000,25000,Hộp(24),15000,0,15000,0,15000,0,15000,0,15000,0
5057-Cá ngừ ngâm dầu lock 3,Sản phẩm thường,Ăn Uống,4901133685057,4901133685057,Có,85000,95000,90000,130000,95000,100000,Block(16),85000,55,85000,12,85000,28,85000,0,85000,0
Cá nục hấp gừng ,Sản phẩm thường,Ăn Uống,4901133908859,4901133908859,Có,35000,38000,38000,50000,38000,40000,hộp (24),35000,0,35000,0,35000,0,35000,0,35000,0
Cá thu ,Sản phẩm thường,Ăn Uống,4901133908866,4901133908866,Có,35000,38000,38000,55000,38000,40000,Hộp ( 24),35000,0,35000,0,35000,0,35000,0,35000,0
Cá thu hấp,Sản phẩm thường,Ăn Uống,4901133908873,4901133908873,Có,35000,38000,38000,50000,38000,42000,Hộp (24),35000,0,35000,0,35000,0,35000,0,35000,0
Súp Miso Ohmoriya 175g ,Sản phẩm thường,Ăn Uống,4901191502365,4901191502365,Có,210000,230000,225000,300000,230000,235000,Gói,210000,2,210000,0,210000,0,210000,0,210000,0
3964-Cà phê hòa tan UCC đỏ 100g,Sản phẩm thường,Ăn Uống,4901201103964,4901201103964,Có,90000,100000,100000,150000,100000,105000,Lọ,90000,0,90000,0,90000,0,90000,0,90000,0
3988-Cà phê hòa tan UCC xanh lá 90g,Sản phẩm thường,Ăn Uống,4901201103988,4901201103988,Có,90000,100000,100000,150000,100000,105000,Lọ,90000,0,90000,0,90000,0,90000,0,90000,0
7716-Trà xanh Latte Beans & Roasters 260g,Sản phẩm thường,Ăn Uống,4901201137716,4901201137716,Có,27000,35000,32000,45000,35000,37000,Chai(24),27000,110,27000,121,27000,81,27000,0,27000,0
3693-Cà phê nước không đường UCC 930ml,Sản phẩm thường,Ăn Uống,4901201223693,4901201223693,Có,27000,32000,30000,45000,32000,35000,Chai(12),27000,23,27000,10,27000,13,27000,0,27000,0
3198-Trà đậu đen Gouryoen 26 gói,Sản phẩm thường,Ăn Uống,4901223313198,4901223313198,Có,110000,120000,120000,180000,120000,125000,Gói(20),110000,0,110000,0,110000,0,110000,0,110000,0
1778-Lạp xưởng Itoham 132g,Sản phẩm thường,Ăn Uống,4901231501778,4901231501778,Có,2000,2500,2500,5000,2500,2600,Gói,2000,0,2000,0,2000,0,2000,0,2000,0
Sữa canxi Calpis cho người lớn ,Sản phẩm thường,Ăn Uống,4901277245889,4901277245889,Có,20000,23000,23000,10000,23000,25000,Hộp ,20000,0,20000,0,20000,0,20000,0,20000,0
Matcha milk Kataoka 200g,Sản phẩm thường,Ăn Uống,4901305410197,4901305410197,Có,85000,87000,87000,130000,87000,90000,Gói(12),85000,0,85000,0,85000,0,85000,0,85000,0
0579-Trà Matcha Milk hộp 10 gói 140g,Sản phẩm thường,Ăn Uống,4901305410579,4901305410579,Có,95000,108000,105000,140000,108000,110000,hộp(32),95000,0,95000,0,95000,0,95000,0,95000,0
0586-Matcha Milk Sakura 180g,Sản phẩm thường,Ăn Uống,4901305410586,4901305410586,Có,50000,520000,520000,70000,520000,520000,Gói(12),50000,0,50000,0,50000,0,50000,0,50000,0
Homemade Pudding trà xanh ,Sản phẩm thường,Ăn Uống,4901305410609,4901305410609,Có,55000,65000,60000,20000,65000,70000,hộp(6x5),55000,0,55000,0,55000,0,55000,0,55000,0
0623-Matcha milk vị trà đậm 160g,Sản phẩm thường,Ăn Uống,4901305410623,4901305410623,Có,120000,128000,125000,160000,128000,132000,gói,120000,0,120000,0,120000,0,120000,0,120000,0
Hojicha Milk Chocolat 180g,Sản phẩm thường,Ăn Uống,4901305410777,4901305410777,Có,120000,130000,125000,50000,130000,135000,gói,120000,2,120000,0,120000,0,120000,0,120000,0
Nước ép Smoothie Mix trái cây rau củ,Sản phẩm thường,Ăn Uống,4901306034491,4901306034491,Có,35000,40000,40000,50000,40000,40000,Chai,35000,0,35000,0,35000,0,35000,0,35000,0
Nước ép trái cây xoài Smoothie ,Sản phẩm thường,Ăn Uống,4901306034507,4901306034507,Có,35000,40000,40000,50000,40000,40000,Hộp,35000,0,35000,0,35000,0,35000,0,35000,0
Nước ép Smoothie Mix trái việt quất ,Sản phẩm thường,Ăn Uống,4901306034514,4901306034514,Có,35000,40000,40000,50000,40000,40000,chai,35000,0,35000,0,35000,0,35000,0,35000,0
Nước ép Smoothie Mix  chuối rau củ,Sản phẩm thường,Ăn Uống,4901306034538,4901306034538,Có,35000,40000,40000,50000,40000,40000,chai,35000,0,35000,0,35000,0,35000,0,35000,0
3141-Nước ép rau củ cam táo Kagome 720ml,Sản phẩm thường,Ăn Uống,4901306043141,4901306043141,Có,60000,68000,65000,100000,68000,70000,chai(15),60000,0,60000,0,60000,0,60000,0,60000,0
4063-Nước ép rau củ Kagome 200ml,Sản phẩm thường,Ăn Uống,4901306044063,4901306044063,Có,24000,26000,25000,35000,26000,27000,Hộp(24),24000,24,24000,0,24000,21,24000,0,24000,0
3492-Nước ép rau củ cà chua  Kagome 720ml,Sản phẩm thường,Ăn Uống,4901306053492,4901306053492,Có,60000,68000,65000,100000,68000,70000,chai(15),60000,0,60000,0,60000,0,60000,0,60000,0
5562-Nước ép rau củ nho tím Kagome 720ml,Sản phẩm thường,Ăn Uống,4901306075562,4901306075562,Có,60000,68000,65000,100000,68000,70000,chai(15),60000,0,60000,0,60000,1,60000,0,60000,0
Nước ép KAGOME trái cây rau củ ,Sản phẩm thường,Ăn Uống,4901306087220,4901306087220,Có,25000,30000,30000,25000,30000,30000,Hộp,25000,0,25000,0,25000,0,25000,0,25000,0
3742-Hạt wasabi Kasugai 105g,Sản phẩm thường,Ăn Uống,4901326013742,4901326013742,Có,50000,58000,55000,80000,58000,60000,gói(12),50000,0,50000,0,50000,0,50000,0,50000,0
Bim bim Calbee khoai tây thịt gà + bò,Sản phẩm thường,Ăn Uống,4901330121778,4901330121778,Có,32000,40000,40000,50000,40000,40000,gói,32000,0,32000,0,32000,0,32000,0,32000,0
Bim bim Calbee khoai tây rau củ,Sản phẩm thường,Ăn Uống,4901330122089,4901330122089,Có,32000,40000,40000,20000,40000,40000,gói,32000,0,32000,0,32000,0,32000,0,32000,0
2881-Khoai tây chiên Calbee 75g vị muối,Sản phẩm thường,Ăn Uống,4901330502881,4901330502881,Có,23000,28000,28000,20000,28000,30000,Gói(12),23000,0,23000,0,23000,0,23000,0,23000,0
2361-Snack Calbee 75g vị rong biển mè,Sản phẩm thường,Ăn Uống,4901330512361,4901330512361,Có,23000,28000,28000,20000,28000,30000,Gói (12),23000,0,23000,0,23000,0,23000,0,23000,0
3145-Khoai tây chiên Calbee 75g thịt bò rau củ,Sản phẩm thường,Ăn Uống,4901330523145,4901330523145,Có,23000,26000,26000,20000,26000,30000,Gói (12),23000,0,23000,0,23000,0,23000,0,23000,0
Bim bim Calbee khoai tây trà xanh,Sản phẩm thường,Ăn Uống,4901330567309,4901330567309,Có,32000,40000,40000,50000,40000,40000,gói,32000,0,32000,0,32000,0,32000,0,32000,0
3041-Khoai tây Calbee vị salad 60g,Sản phẩm thường,Ăn Uống,4901330573041,4901330573041,Có,24000,33000,33000,20000,33000,38000,Hộp(12),24000,0,24000,0,24000,0,24000,0,24000,0
3492-Khoai tây Calbee vị bơ,Sản phẩm thường,Ăn Uống,4901330573492,4901330573492,Có,24000,33000,33000,20000,33000,38000,Hộp(12),24000,0,24000,0,24000,0,24000,0,24000,0
5786-Khoai tây Calbee vị bơ,Sản phẩm thường,Ăn Uống,4901330575786,4901330575786,Có,24000,33000,33000,20000,33000,38000,Hộp(12),24000,0,24000,0,24000,0,24000,0,24000,0
0484-Khoai tây Calbee vị bơ mặn 40g,Sản phẩm thường,Ăn Uống,4901330640484,4901330640484,Có,24000,28000,27000,20000,28000,29000,Hộp(12),24000,0,24000,0,24000,0,24000,0,24000,0
1993-Khoai tây Calbee vị muối 40g,Sản phẩm thường,Ăn Uống,4901330641993,4901330641993,Có,24000,28000,27000,20000,28000,29000,Hộp(12),24000,0,24000,0,24000,0,24000,0,24000,0
(KG)Ngũ cốc trái cây Calbee đỏ 180gr,Sản phẩm thường,Ăn Uống,4901330741914,4901330741914,Có,57600,62000,60000,65000,62000,65000,Gói(10),57600,0,57600,0,57600,0,57600,0,57600,0
(KG)Ngũ cốc trái cây Calbee đỏ 50gr,Sản phẩm thường,Ăn Uống,4901330742683,4901330742683,Có,12360,15000,15000,25000,15000,15000,Gói (32),12360,0,12360,0,12360,0,12360,0,12360,0
2836 - Ngũ Cốc Đỏ 700g ,Sản phẩm thường,Ăn Uống,4901330742836,4901330742836,Có,140909,,,200000,,,gói,140909,0,140909,0,140909,0,140909,0,140909,0
(KG)Ngũ cốc trái cây Calbee Socola Chuối 170g,Sản phẩm thường,Ăn Uống,4901330743314,4901330743314,Có,50400,57000,55000,70000,57000,60000,Gói (10),50400,0,50400,0,50400,0,50400,0,50400,0
4670-Ngũ cốc Calbee đỏ 750g,Sản phẩm thường,Ăn Uống,4901330744670,4901330744670,Có,150000,170000,165000,210000,170000,175000,Gói(6),150000,3,150000,0,150000,0,150000,0,150000,0
1195-Snack khoai tây vị kem hành tây,Sản phẩm thường,Ăn Uống,4901330911195,4901330911195,Có,24000,25000,25000,20000,25000,26000,Gói(12),24000,0,24000,0,24000,0,24000,0,24000,0
1409-Snack khoai tây vị gà nướng,Sản phẩm thường,Ăn Uống,4901330911409,4901330911409,Có,24000,26000,26000,20000,26000,27000,Gói(12),24000,0,24000,0,24000,0,24000,0,24000,0
3516-Sen bẹ Befco  18 gói,Sản phẩm thường,Ăn Uống,4901336123516,4901336123516,Có,42000,50000,50000,65000,50000,52000,thùng ( 6x10),42000,0,42000,0,42000,0,42000,0,42000,0
Sữa chua nước Calpis 500g ,Sản phẩm thường,Ăn Uống,4901340002845,4901340002845,Có,24000,30000,30000,15000,30000,30000,Chai ( 24),24000,0,24000,0,24000,0,24000,0,24000,0
Soda Calpis 500ml ,Sản phẩm thường,Ăn Uống,4901340010543,4901340010543,Có,25000,28000,28000,35000,28000,26000,Chai ( 24),25000,0,25000,0,25000,0,25000,0,25000,0
5240-Sữa tươi dưa lưới Calpis,Sản phẩm thường,Ăn Uống,4901340025240,4901340025240,Có,75000,80000,80000,100000,80000,85000,Chai(12),75000,0,75000,0,75000,0,75000,0,75000,0
Nước ép kem dưa lưới ,Sản phẩm thường,Ăn Uống,4901340025547,4901340025547,Có,25000,30000,30000,40000,30000,35000,Chai(24),25000,0,25000,0,25000,0,25000,0,25000,0
6445-Nước sữa chua Asahi 490ml,Sản phẩm thường,Ăn Uống,4901340026445,4901340026445,Có,25000,30000,30000,45000,30000,32000,Chai(24),25000,0,25000,0,25000,0,25000,0,25000,0
7945- Nước dưa lưới Asahi 1.5L,Sản phẩm thường,Ăn Uống,4901340047945,4901340047945,Có,47000,58000,55000,80000,58000,60000,Chai(8),47000,9,47000,11,47000,6,47000,0,47000,0
8429-Soda Calpis  Asahi 1.5 lít,Sản phẩm thường,Ăn Uống,4901340228429,4901340228429,Có,47000,58000,55000,80000,58000,60000,chai(8),47000,30,47000,20,47000,12,47000,0,47000,0
9312- Nước có men lợi khuẩn Calpis Asahi 1.5L,Sản phẩm thường,Ăn Uống,4901340689312,4901340689312,Có,47000,58000,55000,80000,58000,60000,chai(8),47000,17,47000,15,47000,14,47000,0,47000,0
Chocola Bourbon ALFORT dâu,Sản phẩm thường,Ăn Uống,4901360321728,4901360321728,Có,25000,35000,35000,45000,35000,35000,hộp,25000,0,25000,0,25000,0,25000,0,25000,0
9099-Trà sữa trà xanh Bourbon ,Sản phẩm thường,Ăn Uống,4901360339099,4901360339099,Có,30000,35000,32000,45000,35000,37000,Chai(24),30000,51,30000,23,30000,11,30000,0,30000,0
0753-Mứt cam Kanpy 190g,Sản phẩm thường,Ăn Uống,4901401200753,4901401200753,Có,50000,58000,58000,90000,58000,60000,Hộp,50000,0,50000,0,50000,0,50000,0,50000,0
0832-Nước uống có cồn 4% Kirin vị dâu,Sản phẩm thường,Ăn Uống,4901411090832,4901411090832,Có,27000,32000,30000,45000,32000,35000,lon(24),27000,0,27000,0,27000,0,27000,0,27000,0
Bột gạo nếp 200g,Sản phẩm thường,Ăn Uống,4901486000019,4901486000019,Có,122000,130000,130000,160000,130000,135000,Gói ,122000,0,122000,0,122000,0,122000,0,122000,0
1033-Hạt nêm cá mòi JAS (4gx12 gói),Sản phẩm thường,Ăn Uống,4901497101033,4901497101033,Có,33000,38000,38000,60000,38000,40000,Gói(20),33000,0,33000,0,33000,0,33000,0,33000,0
1132-Hạt nêm cá ngừ JAS (4gx12 gói),Sản phẩm thường,Ăn Uống,4901497101132,4901497101132,Có,33000,38000,35000,20000,38000,40000,Gói(20),33000,0,33000,0,33000,1,33000,0,33000,0
2016-Hạt nêm rong biển JAS (4g x12gói),Sản phẩm thường,Ăn Uống,4901497102016,4901497102016,Có,33000,38000,35000,20000,38000,40000,Gói(20),33000,57,33000,0,33000,0,33000,0,33000,0
2115-Hạt nêm nấm Shiitake 12 gói,Sản phẩm thường,Ăn Uống,4901497102115,4901497102115,Có,31000,37000,35000,50000,37000,40000,Gói(20),31000,11,31000,26,31000,12,31000,0,31000,0
2249-Hạt nêm tôm trắng JAS (4gx8 gói),Sản phẩm thường,Ăn Uống,4901497472249,4901497472249,Có,40000,45000,43000,60000,45000,47000,Gói(20),40000,0,40000,0,40000,0,40000,0,40000,0
Nước tương Kikoman 1.8l,Sản phẩm thường,Ăn Uống,4901515110207,4901515110207,Có,125000,135000,135000,170000,135000,140000,chai (6),125000,0,125000,0,125000,0,125000,0,125000,0
Nước tương Kikkoman 1L nắp đỏ,Sản phẩm thường,Ăn Uống,4901515111150,4901515111150,Có,70000,80000,75000,50000,80000,82000,chai(15),70000,0,70000,0,70000,0,70000,0,70000,0
Nước tương Kikkoman 1 lít nắp vàng,Sản phẩm thường,Ăn Uống,4901515115172,4901515115172,Có,105000,110000,110000,140000,110000,115000,Chai(6),105000,0,105000,0,105000,0,105000,0,105000,0
Nước tương Kikoman nắp vàng 750ml,Sản phẩm thường,Ăn Uống,4901515120428,4901515120428,Có,80000,85000,83000,110000,85000,90000,Chai(12),80000,0,80000,0,80000,0,80000,0,80000,0
Nước tương Kikkoman 500mml,Sản phẩm thường,Ăn Uống,4901515122217,4901515122217,Có,50000,60000,60000,80000,60000,60000,Chai(12),50000,0,50000,0,50000,0,50000,0,50000,0
Nước tương 200ml ,Sản phẩm thường,Ăn Uống,4901515122378,4901515122378,Có,60000,70000,70000,85000,70000,70000,chai,60000,0,60000,0,60000,0,60000,0,60000,0
Nước tương Kikkoman 450ml tím (nguyên chất),Sản phẩm thường,Ăn Uống,4901515122484,4901515122484,Có,75000,85000,85000,100000,85000,85000,chai (12),75000,0,75000,0,75000,0,75000,0,75000,0
Nước tương Kikkoman 450ml vàng (25% muối),Sản phẩm thường,Ăn Uống,4901515122491,4901515122491,Có,75000,80000,80000,100000,80000,85000,chai,75000,0,75000,0,75000,0,75000,0,75000,0
Nước tương Kikkoman 450ml vàng sashimi,Sản phẩm thường,Ăn Uống,4901515122507,4901515122507,Có,75000,80000,80000,100000,80000,80000,chai (12),75000,0,75000,0,75000,0,75000,0,75000,0
Nước tương Kikkoman 450ml xla (40% muối),Sản phẩm thường,Ăn Uống,4901515122514,4901515122514,Có,75000,85000,85000,60000,85000,87000,chai ( 12),75000,0,75000,0,75000,0,75000,0,75000,0
2905-Nước xốt ướp  thịt nướng Kikkoman 400g,Sản phẩm thường,Ăn Uống,4901515342905,4901515342905,Có,40000,50000,50000,70000,50000,55000,Chai,40000,0,40000,0,40000,0,40000,0,40000,0
2912-Sốt ướp thịt nướng Kikkoman 400g,Sản phẩm thường,Ăn Uống,4901515342912,4901515342912,Có,40000,50000,50000,70000,50000,55000,Chai,40000,0,40000,0,40000,0,40000,0,40000,0
5202-Nước ướp đồ ăn 400g Kikkoman ,Sản phẩm thường,Ăn Uống,4901515355202,4901515355202,Có,40000,45000,45000,70000,45000,50000,Chai,40000,0,40000,0,40000,0,40000,0,40000,0
Nước xốt ướp đồ nướng,Sản phẩm thường,Ăn Uống,4901515356513,4901515356513,Có,60000,65000,65000,80000,65000,65000,chai,60000,0,60000,0,60000,0,60000,0,60000,0
2675-Mì Udon Sauki,Sản phẩm thường,Ăn Uống,4901520212675,4901520212675,Có,133000,150000,150000,200000,150000,155000,Gói,133000,0,133000,0,133000,0,133000,0,133000,0
3996-Ruốc trộn trứng nắp tím 140g,Sản phẩm thường,Ăn Uống,4901540603996,4901540603996,Có,105000,110000,110000,140000,110000,115000,Hũ(12),105000,0,105000,0,105000,0,105000,0,105000,0
8679-Sốt chấm Sandwiches vị bơ Verde,Sản phẩm thường,Ăn Uống,4901577038679,4901577038679,Có,48000,55000,55000,50000,55000,60000,Tuýp(8*3),48000,0,48000,0,48000,0,48000,0,48000,0
"8686-Sốt chấm Sandwiches vị bơ, trứng Verde",Sản phẩm thường,Ăn Uống,4901577038686,4901577038686,Có,48000,55000,55000,50000,55000,60000,Tuýp(8*3),48000,0,48000,0,48000,0,48000,0,48000,0
8969-Sốt chấm Sandwiches vị Caramel Verde,Sản phẩm thường,Ăn Uống,4901577038969,4901577038969,Có,48000,55000,55000,50000,55000,60000,Tuýp(8*3),48000,0,48000,0,48000,0,48000,0,48000,0
6407 -Xốt Kewpie bông cải cà rốt ,Sản phẩm thường,Ăn Uống,4901577046407,4901577046407,Có,50000,60000,60000,85000,60000,65000,Chai (12),50000,0,50000,0,50000,0,50000,0,50000,0
"6414 -Xốt Kewpie cải tím, cải thảo",Sản phẩm thường,Ăn Uống,4901577046414,4901577046414,Có,50000,60000,60000,85000,60000,65000,Chai(12),50000,0,50000,0,50000,0,50000,0,50000,0
6421 -Xốt Kewpie nấm,Sản phẩm thường,Ăn Uống,4901577046421,4901577046421,Có,50000,60000,60000,85000,60000,65000,Chai (12),50000,0,50000,0,50000,0,50000,0,50000,0
5897-Xốt mè trộn salad Kewpie 1000ml,Sản phẩm thường,Ăn Uống,4901577205897,4901577205897,Có,130000,145000,140000,50000,145000,150000,Chai (9),130000,0,130000,0,130000,0,130000,0,130000,0
Củ cải lát 150g,Sản phẩm thường,Ăn Uống,4901602308722,4901602308722,Có,27000,32000,32000,55000,32000,36000,bịch (10),27000,0,27000,0,27000,0,27000,0,27000,0
Củ cải  muối chua ,Sản phẩm thường,Ăn Uống,4901602387567,4901602387567,Có,65000,70000,70000,120000,70000,75000,cây (20),65000,0,65000,0,65000,0,65000,0,65000,0
Gừng chua lát ,Sản phẩm thường,Ăn Uống,4901602705569,4901602705569,Có,32000,37000,37000,55000,37000,40000,Bịch (4*10),32000,0,32000,0,32000,0,32000,0,32000,0
3026-Củ cải muối shin shin,Sản phẩm thường,Ăn Uống,4901602903026,4901602903026,Có,36000,42000,42000,30000,42000,47000,cây (20),36000,0,36000,0,36000,0,36000,0,36000,0
0747-Mì trứng 12 gói,Sản phẩm thường,Ăn Uống,4901625340747,4901625340747,Có,60000,70000,65000,100000,70000,75000,Gói(12) ,60000,37,60000,17,60000,13,60000,0,60000,0
2105-Snack cuộn rong biển đậu phộng SEIKA 85g,Sản phẩm thường,Ăn Uống,4901626062105,4901626062105,Có,42000,50000,47000,80000,50000,53000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
3402-Bánh gạo đường đen Seika 120g,Sản phẩm thường,Ăn Uống,4901626273402,4901626273402,Có,37000,44000,42000,60000,44000,45000,Gói(12),37000,15,37000,8,37000,24,37000,0,37000,0
Mứt dâu,Sản phẩm thường,Ăn Uống,4901671200156,4901671200156,Có,25000,30000,30000,50000,30000,32000,hộp,25000,0,25000,0,25000,0,25000,0,25000,0
Mứt việt quất,Sản phẩm thường,Ăn Uống,4901671200170,4901671200170,Có,25000,30000,30000,50000,30000,32000,hộp,25000,0,25000,0,25000,0,25000,0,25000,0
Rong biển ăn liền Okazunozy,Sản phẩm thường,Ăn Uống,4901673256151,4901673256151,Có,65000,75000,75000,100000,75000,80000,Bịch (20),65000,0,65000,0,65000,0,65000,0,65000,0
Rong biển cuộn cơm,Sản phẩm thường,Ăn Uống,4901673454175,4901673454175,Có,90000,100000,100000,125000,100000,105000,bịch (10x4),90000,0,90000,0,90000,0,90000,0,90000,0
3318-Rong biển cuộn cơm Nori 10 lá,Sản phẩm thường,Ăn Uống,4901673455318,4901673455318,Có,90000,100000,100000,140000,100000,105000,Gói(4*10),90000,0,90000,0,90000,0,90000,0,90000,0
2567-Mì somen ngũ sắc  360g,Sản phẩm thường,Ăn Uống,4901726012567,4901726012567,Có,50000,55000,55000,80000,55000,60000,Gói(20),50000,0,50000,0,50000,0,50000,0,50000,0
4752-Mì Somen ngũ sắc rau củ 320g,Sản phẩm thường,Ăn Uống,4901726014752,4901726014752,Có,48000,55000,53000,80000,55000,57000,Gói(20),48000,12,48000,12,48000,10,48000,0,48000,0
Mì Sanyo Sapporo Ichiban Vị Nước Tương 100g,Sản phẩm thường,Ăn Uống,4901734000013,4901734000013,Có,18000,22000,22000,25000,22000,22000,gói,18000,0,18000,0,18000,0,18000,0,18000,0
Mì Sanyo Sapporo Ichiban Vị Miso 100g,Sản phẩm thường,Ăn Uống,4901734000020,4901734000020,Có,18000,22000,22000,25000,22000,22000,Gói,18000,2,18000,0,18000,0,18000,0,18000,0
Mì Sanyo Sapporo Ichiban Vị Muối và Rau Củ 100g,Sản phẩm thường,Ăn Uống,4901734000037,4901734000037,Có,18000,35000,35000,25000,35000,35000,Gói,18000,0,18000,0,18000,0,18000,0,18000,0
Mì Sanyo Sapporo Ichiban Vị Miso 5 gói,Sản phẩm thường,Ăn Uống,4901734000198,4901734000198,Có,95000,103000,100000,125000,103000,105000,Gói(6),95000,0,95000,0,95000,0,95000,0,95000,0
Mì Sanyo Sapporo Ichiban Vị Nước Tương 5 gói,Sản phẩm thường,Ăn Uống,4901734000273,4901734000273,Có,95000,100000,98000,125000,100000,105000,Gói(6),95000,0,95000,0,95000,0,95000,0,95000,0
Mì Sanyo Sapporo Ichiban Vị Muối và Rau Củ 5 gói,Sản phẩm thường,Ăn Uống,4901734000280,4901734000280,Có,95000,103000,100000,125000,103000,105000,Gói(6),95000,0,95000,0,95000,0,95000,0,95000,0
Mì gói Sanyo vị Trứng hành 5 gói,Sản phẩm thường,Ăn Uống,4901734032052,4901734032052,Có,87000,93000,90000,140000,93000,95000,Gói(6),87000,0,87000,0,87000,0,87000,0,87000,0
3769-Mì Sapporo hải sản 4 vị,Sản phẩm thường,Ăn Uống,4901734033769,4901734033769,Có,95000,98000,98000,140000,98000,98000,gói(6),95000,0,95000,0,95000,0,95000,0,95000,0
Mì Sanuki Maru Udon sợi trắng 250g,Sản phẩm thường,Ăn Uống,4901736122508,4901736122508,Có,25000,30000,30000,50000,30000,34000,bịch (30),25000,0,25000,0,25000,0,25000,0,25000,0
Mì Sanuki Maru Soba sợi nâu 230g,Sản phẩm thường,Ăn Uống,4901736402303,4901736402303,Có,25000,30000,30000,50000,30000,34000,bịch (30),25000,0,25000,0,25000,0,25000,0,25000,0
Hạt nêm cá Yamaki 240g,Sản phẩm thường,Ăn Uống,4901740113950,4901740113950,Có,80000,90000,90000,120000,90000,90000,hộp,80000,0,80000,0,80000,0,80000,0,80000,0
1655-Hạt nêm cá mòi Shimaya 56g,Sản phẩm thường,Ăn Uống,4901740151655,4901740151655,Có,27000,31000,29000,40000,31000,32000,gói(40),27000,0,27000,0,27000,6,27000,0,27000,0
Hạt nêm rong biển 56g +8g,Sản phẩm thường,Ăn Uống,4901740151891,4901740151891,Có,25000,33000,30000,45000,33000,35000,gói (10x4),25000,0,25000,0,25000,0,25000,0,25000,0
Nước tương ăn mì lạnh 400ml,Sản phẩm thường,Ăn Uống,4901740531228,4901740531228,Có,50000,55000,55000,50000,55000,60000,Thùng  (12),50000,0,50000,0,50000,0,50000,0,50000,0
1565-Hạt nêm cá Shimaya 160g ,Sản phẩm thường,Ăn Uống,4901740991565,4901740991565,Có,50000,55000,55000,75000,55000,57000,gói,50000,0,50000,0,50000,0,50000,0,50000,0
Hạt nêm rong biển 1kg,Sản phẩm thường,Ăn Uống,4901740991688,4901740991688,Có,150000,180000,180000,250000,180000,180000,hộp,150000,0,150000,0,150000,0,150000,0,150000,0
0023-Nước giải khát hoa hồng 360ml,Sản phẩm thường,Ăn Uống,4901742750023,4901742750023,Có,60000,70000,70000,90000,70000,75000,Chai,60000,0,60000,0,60000,0,60000,0,60000,0
7853-Bột chiên giòn Showa 700g,Sản phẩm thường,Ăn Uống,4901760427853,4901760427853,Có,68000,77000,75000,100000,77000,78000,Gói (20),68000,8,68000,19,68000,7,68000,0,68000,0
2956-Bột chiên Showa,Sản phẩm thường,Ăn Uống,4901760432956,4901760432956,Có,75000,85000,85000,100000,85000,87000,gói,75000,0,75000,0,75000,0,75000,0,75000,0
4752-Bột chiên giòn Showa 320g,Sản phẩm thường,Ăn Uống,4901760434752,4901760434752,Có,28000,33000,33000,50000,33000,37000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
1725-Trà ô long Suntory 2L,Sản phẩm thường,Ăn Uống,4901777001725,4901777001725,Có,50000,60000,60000,80000,60000,65000,Chai(6),50000,0,50000,0,50000,0,50000,0,50000,0
Sữa tươi Suntorry vị dâu ,Sản phẩm thường,Ăn Uống,4901777134768,4901777134768,Có,750000,830000,830000,950000,830000,850000,Thùng,750000,0,750000,0,750000,0,750000,0,750000,0
2607-Suntory Strong Zero 350ml Alc 9% chanh vàng,Sản phẩm thường,Ăn Uống,4901777192607,4901777192607,Có,29000,33000,33000,45000,33000,35000,lon(24),29000,0,29000,0,29000,0,29000,0,29000,0
Nước uống có ga Suntory vị đào 3%,Sản phẩm thường,Ăn Uống,4901777196698,4901777196698,Có,27000,30000,30000,40000,30000,30000,Lon(24),27000,0,27000,0,27000,0,27000,0,27000,0
0912-Suntory Strong Zero 350ml Alc 9% chanh xanh,Sản phẩm thường,Ăn Uống,4901777210912,4901777210912,Có,29000,33000,33000,45000,33000,34000,lon(24),29000,0,29000,0,29000,0,29000,0,29000,0
Nước uống có ga Suntory vị nho  3%,Sản phẩm thường,Ăn Uống,4901777211742,4901777211742,Có,27000,30000,30000,40000,30000,32000,Lon(24),27000,0,27000,0,27000,0,27000,0,27000,0
6327-Nước ép táo Suntory 1.5L,Sản phẩm thường,Ăn Uống,4901777216327,4901777216327,Có,42000,52000,50000,80000,52000,55000,chai(8),42000,2,42000,0,42000,0,42000,0,42000,0
9401 - Nước trái cây lên men Suntory nho tím 720ml,Sản phẩm thường,Ăn Uống,4901777239401,4901777239401,Có,140000,160000,160000,300000,160000,165000,Chai,140000,0,140000,0,140000,0,140000,0,140000,0
Nước ép Suntory cocktail đào 350ml,Sản phẩm thường,Ăn Uống,4901777241206,4901777241206,Có,26000,30000,29000,10000,30000,32000,lon (24),26000,0,26000,0,26000,0,26000,0,26000,0
